strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.55,10007135,10007136,0.2357,0.0001,0.2356,0.0001
0.6,10007089,10007098,0.1834,0.0001,0.18330000000000002,0.0001
0.65,10007090,10007099,0.1339,0.0001,0.1338,0.0001
0.7,10007091,10007100,0.0905,0.0002,0.09029999999999999,0.0002
0.75,10007092,10007101,0.0388,0.0011,0.037700000000000004,0.0011
0.8,10007093,10007102,0.0058,0.0174,0.0116,0.0058
0.85,10007094,10007103,0.0005,0.0601,0.0596,0.0005
0.9,10007095,10007104,0.0001,0.1106,0.1105,0.0001
0.95,10007096,10007105,0.0001,0.1702,0.1701,0.0001
1.0,10007097,10007106,0.0001,0.2127,0.2126,0.0001
