,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-04-17 09:31:00,0.017133,2024-05-17 09:30:00,242,27359.0,2024-06-21 09:30:00,61919.0,5169.0641
1,2024-04-17 09:32:00,0.017133,2024-05-17 09:30:00,242,27358.0,2024-06-21 09:30:00,61918.0,5151.7483
2,2024-04-17 09:33:00,0.017133,2024-05-17 09:30:00,242,27357.0,2024-06-21 09:30:00,61917.0,5161.2254
3,2024-04-17 09:34:00,0.017133,2024-05-17 09:30:00,242,27356.0,2024-06-21 09:30:00,61916.0,5175.3962
4,2024-04-17 09:35:00,0.017133,2024-05-17 09:30:00,242,27355.0,2024-06-21 09:30:00,61915.0,5183.1495
5,2024-04-17 09:36:00,0.017133,2024-05-17 09:30:00,242,27354.0,2024-06-21 09:30:00,61914.0,5178.1903
6,2024-04-17 09:37:00,0.017133,2024-05-17 09:30:00,242,27353.0,2024-06-21 09:30:00,61913.0,5180.2762
7,2024-04-17 09:38:00,0.017133,2024-05-17 09:30:00,242,27352.0,2024-06-21 09:30:00,61912.0,5184.534
8,2024-04-17 09:39:00,0.017133,2024-05-17 09:30:00,242,27351.0,2024-06-21 09:30:00,61911.0,5176.9013
9,2024-04-17 09:40:00,0.017133,2024-05-17 09:30:00,242,27350.0,2024-06-21 09:30:00,61910.0,5182.1358
10,2024-04-17 09:41:00,0.017133,2024-05-17 09:30:00,242,27349.0,2024-06-21 09:30:00,61909.0,5185.8643
11,2024-04-17 09:42:00,0.017133,2024-05-17 09:30:00,242,27348.0,2024-06-21 09:30:00,61908.0,5189.6734
12,2024-04-17 09:43:00,0.017133,2024-05-17 09:30:00,242,27347.0,2024-06-21 09:30:00,61907.0,5193.1632
13,2024-04-17 09:44:00,0.017133,2024-05-17 09:30:00,242,27346.0,2024-06-21 09:30:00,61906.0,5193.6783
14,2024-04-17 09:45:00,0.017133,2024-05-17 09:30:00,242,27345.0,2024-06-21 09:30:00,61905.0,5190.1444
15,2024-04-17 09:46:00,0.017133,2024-05-17 09:30:00,242,27344.0,2024-06-21 09:30:00,61904.0,5192.4027
16,2024-04-17 09:47:00,0.017133,2024-05-17 09:30:00,242,27343.0,2024-06-21 09:30:00,61903.0,5200.8481
