,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-01-10 09:31:00,0.021091000000000002,2024-01-19 09:30:00,242,10079.0,2024-02-19 09:30:00,31679.0,5507.7803
1,2024-01-10 09:32:00,0.021091000000000002,2024-01-19 09:30:00,242,10078.0,2024-02-19 09:30:00,31678.0,5499.0975
2,2024-01-10 09:33:00,0.021091000000000002,2024-01-19 09:30:00,242,10077.0,2024-02-19 09:30:00,31677.0,5501.6314
3,2024-01-10 09:34:00,0.021091000000000002,2024-01-19 09:30:00,242,10076.0,2024-02-19 09:30:00,31676.0,5491.4803
4,2024-01-10 09:35:00,0.021091000000000002,2024-01-19 09:30:00,242,10075.0,2024-02-19 09:30:00,31675.0,5485.0967
5,2024-01-10 09:36:00,0.021091000000000002,2024-01-19 09:30:00,242,10074.0,2024-02-19 09:30:00,31674.0,5475.4646
6,2024-01-10 09:37:00,0.021091000000000002,2024-01-19 09:30:00,242,10073.0,2024-02-19 09:30:00,31673.0,5482.3526
7,2024-01-10 09:38:00,0.021091000000000002,2024-01-19 09:30:00,242,10072.0,2024-02-19 09:30:00,31672.0,5483.3013
8,2024-01-10 09:39:00,0.021091000000000002,2024-01-19 09:30:00,242,10071.0,2024-02-19 09:30:00,31671.0,5480.3135
9,2024-01-10 09:40:00,0.021091000000000002,2024-01-19 09:30:00,242,10070.0,2024-02-19 09:30:00,31670.0,5473.1288
10,2024-01-10 09:41:00,0.021091000000000002,2024-01-19 09:30:00,242,10069.0,2024-02-19 09:30:00,31669.0,5482.9604
11,2024-01-10 09:42:00,0.021091000000000002,2024-01-19 09:30:00,242,10068.0,2024-02-19 09:30:00,31668.0,5474.9899
12,2024-01-10 09:43:00,0.021091000000000002,2024-01-19 09:30:00,242,10067.0,2024-02-19 09:30:00,31667.0,5473.9029
13,2024-01-10 09:44:00,0.021091000000000002,2024-01-19 09:30:00,242,10066.0,2024-02-19 09:30:00,31666.0,5467.9408
14,2024-01-10 09:45:00,0.021091000000000002,2024-01-19 09:30:00,242,10065.0,2024-02-19 09:30:00,31665.0,5463.7928
15,2024-01-10 09:46:00,0.021091000000000002,2024-01-19 09:30:00,242,10064.0,2024-02-19 09:30:00,31664.0,5469.4339
16,2024-01-10 09:47:00,0.021091000000000002,2024-01-19 09:30:00,242,10063.0,2024-02-19 09:30:00,31663.0,5479.0086
17,2024-01-10 09:48:00,0.021091000000000002,2024-01-19 09:30:00,242,10062.0,2024-02-19 09:30:00,31662.0,5482.7747
18,2024-01-10 09:49:00,0.021091000000000002,2024-01-19 09:30:00,242,10061.0,2024-02-19 09:30:00,31661.0,5488.0081
19,2024-01-10 09:50:00,0.021091000000000002,2024-01-19 09:30:00,242,10060.0,2024-02-19 09:30:00,31660.0,5494.5436
20,2024-01-10 09:51:00,0.021091000000000002,2024-01-19 09:30:00,242,10059.0,2024-02-19 09:30:00,31659.0,5497.1351
21,2024-01-10 09:52:00,0.021091000000000002,2024-01-19 09:30:00,242,10058.0,2024-02-19 09:30:00,31658.0,5484.4859
22,2024-01-10 09:53:00,0.021091000000000002,2024-01-19 09:30:00,242,10057.0,2024-02-19 09:30:00,31657.0,5484.4712
23,2024-01-10 09:54:00,0.021091000000000002,2024-01-19 09:30:00,242,10056.0,2024-02-19 09:30:00,31656.0,5491.5814
24,2024-01-10 09:55:00,0.021091000000000002,2024-01-19 09:30:00,242,10055.0,2024-02-19 09:30:00,31655.0,5487.5502
25,2024-01-10 09:56:00,0.021091000000000002,2024-01-19 09:30:00,242,10054.0,2024-02-19 09:30:00,31654.0,5499.3125
26,2024-01-10 09:57:00,0.021091000000000002,2024-01-19 09:30:00,242,10053.0,2024-02-19 09:30:00,31653.0,5509.4368
27,2024-01-10 09:58:00,0.021091000000000002,2024-01-19 09:30:00,242,10052.0,2024-02-19 09:30:00,31652.0,5515.0792
28,2024-01-10 09:59:00,0.021091000000000002,2024-01-19 09:30:00,242,10051.0,2024-02-19 09:30:00,31651.0,5525.1706
29,2024-01-10 10:00:00,0.021091000000000002,2024-01-19 09:30:00,242,10050.0,2024-02-19 09:30:00,31650.0,5521.1961
30,2024-01-10 10:01:00,0.021091000000000002,2024-01-19 09:30:00,242,10049.0,2024-02-19 09:30:00,31649.0,5531.4356
31,2024-01-10 10:02:00,0.021091000000000002,2024-01-19 09:30:00,242,10048.0,2024-02-19 09:30:00,31648.0,5546.4538
32,2024-01-10 10:03:00,0.021091000000000002,2024-01-19 09:30:00,242,10047.0,2024-02-19 09:30:00,31647.0,5541.7289
33,2024-01-10 10:04:00,0.021091000000000002,2024-01-19 09:30:00,242,10046.0,2024-02-19 09:30:00,31646.0,5541.8293
34,2024-01-10 10:05:00,0.021091000000000002,2024-01-19 09:30:00,242,10045.0,2024-02-19 09:30:00,31645.0,5529.1183
35,2024-01-10 10:06:00,0.021091000000000002,2024-01-19 09:30:00,242,10044.0,2024-02-19 09:30:00,31644.0,5527.2661
36,2024-01-10 10:07:00,0.021091000000000002,2024-01-19 09:30:00,242,10043.0,2024-02-19 09:30:00,31643.0,5534.5818
37,2024-01-10 10:08:00,0.021091000000000002,2024-01-19 09:30:00,242,10042.0,2024-02-19 09:30:00,31642.0,5539.5493
