,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-05-17 09:31:00,0.016073,2024-05-17 09:30:00,242,-1.0,2024-06-21 09:30:00,34559.0,5489.7277
1,2024-05-17 09:32:00,0.016073,2024-05-17 09:30:00,242,-2.0,2024-06-21 09:30:00,34558.0,5488.3687
2,2024-05-17 09:33:00,0.016073,2024-05-17 09:30:00,242,-3.0,2024-06-21 09:30:00,34557.0,5479.9306
3,2024-05-17 09:34:00,0.016073,2024-05-17 09:30:00,242,-4.0,2024-06-21 09:30:00,34556.0,5483.8377
4,2024-05-17 09:35:00,0.016073,2024-05-17 09:30:00,242,-5.0,2024-06-21 09:30:00,34555.0,5483.4851
5,2024-05-17 09:36:00,0.016073,2024-05-17 09:30:00,242,-6.0,2024-06-21 09:30:00,34554.0,5479.9247
6,2024-05-17 09:37:00,0.016073,2024-05-17 09:30:00,242,-7.0,2024-06-21 09:30:00,34553.0,5489.6418
7,2024-05-17 09:38:00,0.016073,2024-05-17 09:30:00,242,-8.0,2024-06-21 09:30:00,34552.0,5489.1163
8,2024-05-17 09:39:00,0.016073,2024-05-17 09:30:00,242,-9.0,2024-06-21 09:30:00,34551.0,5487.48
9,2024-05-17 09:40:00,0.016073,2024-05-17 09:30:00,242,-10.0,2024-06-21 09:30:00,34550.0,5490.5785
10,2024-05-17 09:41:00,0.016073,2024-05-17 09:30:00,242,-11.0,2024-06-21 09:30:00,34549.0,5487.4398
11,2024-05-17 09:42:00,0.016073,2024-05-17 09:30:00,242,-12.0,2024-06-21 09:30:00,34548.0,5485.5207
12,2024-05-17 09:43:00,0.016073,2024-05-17 09:30:00,242,-13.0,2024-06-21 09:30:00,34547.0,5485.0491
13,2024-05-17 09:44:00,0.016073,2024-05-17 09:30:00,242,-14.0,2024-06-21 09:30:00,34546.0,5485.7129
14,2024-05-17 09:45:00,0.016073,2024-05-17 09:30:00,242,-15.0,2024-06-21 09:30:00,34545.0,5491.3115
15,2024-05-17 09:46:00,0.016073,2024-05-17 09:30:00,242,-16.0,2024-06-21 09:30:00,34544.0,5492.3796
16,2024-05-17 09:47:00,0.016073,2024-05-17 09:30:00,242,-17.0,2024-06-21 09:30:00,34543.0,5492.6181
17,2024-05-17 09:48:00,0.016073,2024-05-17 09:30:00,242,-18.0,2024-06-21 09:30:00,34542.0,5495.0322
18,2024-05-17 09:49:00,0.016073,2024-05-17 09:30:00,242,-19.0,2024-06-21 09:30:00,34541.0,5493.0889
19,2024-05-17 09:50:00,0.016073,2024-05-17 09:30:00,242,-20.0,2024-06-21 09:30:00,34540.0,5496.2861
20,2024-05-17 09:51:00,0.016073,2024-05-17 09:30:00,242,-21.0,2024-06-21 09:30:00,34539.0,5504.9038
21,2024-05-17 09:52:00,0.016073,2024-05-17 09:30:00,242,-22.0,2024-06-21 09:30:00,34538.0,5505.3296
22,2024-05-17 09:53:00,0.016073,2024-05-17 09:30:00,242,-23.0,2024-06-21 09:30:00,34537.0,5504.2775
23,2024-05-17 09:54:00,0.016073,2024-05-17 09:30:00,242,-24.0,2024-06-21 09:30:00,34536.0,5503.928
24,2024-05-17 09:55:00,0.016073,2024-05-17 09:30:00,242,-25.0,2024-06-21 09:30:00,34535.0,5502.9701
25,2024-05-17 09:56:00,0.016073,2024-05-17 09:30:00,242,-26.0,2024-06-21 09:30:00,34534.0,5511.771
26,2024-05-17 09:57:00,0.016073,2024-05-17 09:30:00,242,-27.0,2024-06-21 09:30:00,34533.0,5517.7731
27,2024-05-17 09:58:00,0.016073,2024-05-17 09:30:00,242,-28.0,2024-06-21 09:30:00,34532.0,5518.5815
28,2024-05-17 09:59:00,0.016073,2024-05-17 09:30:00,242,-29.0,2024-06-21 09:30:00,34531.0,5515.2559
29,2024-05-17 10:00:00,0.016073,2024-05-17 09:30:00,242,-30.0,2024-06-21 09:30:00,34530.0,5521.6399
30,2024-05-17 10:01:00,0.016073,2024-05-17 09:30:00,242,-31.0,2024-06-21 09:30:00,34529.0,5523.6039
31,2024-05-17 10:02:00,0.016073,2024-05-17 09:30:00,242,-32.0,2024-06-21 09:30:00,34528.0,5520.9275
32,2024-05-17 10:03:00,0.016073,2024-05-17 09:30:00,242,-33.0,2024-06-21 09:30:00,34527.0,5518.9541
33,2024-05-17 10:04:00,0.016073,2024-05-17 09:30:00,242,-34.0,2024-06-21 09:30:00,34526.0,5518.9402
34,2024-05-17 10:05:00,0.016073,2024-05-17 09:30:00,242,-35.0,2024-06-21 09:30:00,34525.0,5514.6936
35,2024-05-17 10:06:00,0.016073,2024-05-17 09:30:00,242,-36.0,2024-06-21 09:30:00,34524.0,5515.8295
36,2024-05-17 10:07:00,0.016073,2024-05-17 09:30:00,242,-37.0,2024-06-21 09:30:00,34523.0,5516.1451
37,2024-05-17 10:08:00,0.016073,2024-05-17 09:30:00,242,-38.0,2024-06-21 09:30:00,34522.0,5512.7634
38,2024-05-17 10:09:00,0.016073,2024-05-17 09:30:00,242,-39.0,2024-06-21 09:30:00,34521.0,5509.4498
39,2024-05-17 10:10:00,0.016073,2024-05-17 09:30:00,242,-40.0,2024-06-21 09:30:00,34520.0,5510.2528
40,2024-05-17 10:11:00,0.016073,2024-05-17 09:30:00,242,-41.0,2024-06-21 09:30:00,34519.0,5510.8125
41,2024-05-17 10:12:00,0.016073,2024-05-17 09:30:00,242,-42.0,2024-06-21 09:30:00,34518.0,5507.2685
42,2024-05-17 10:13:00,0.016073,2024-05-17 09:30:00,242,-43.0,2024-06-21 09:30:00,34517.0,5508.0138
43,2024-05-17 10:14:00,0.016073,2024-05-17 09:30:00,242,-44.0,2024-06-21 09:30:00,34516.0,5509.2343
44,2024-05-17 10:15:00,0.016073,2024-05-17 09:30:00,242,-45.0,2024-06-21 09:30:00,34515.0,5512.9067
45,2024-05-17 10:16:00,0.016073,2024-05-17 09:30:00,242,-46.0,2024-06-21 09:30:00,34514.0,5512.9782
46,2024-05-17 10:17:00,0.016073,2024-05-17 09:30:00,242,-47.0,2024-06-21 09:30:00,34513.0,5507.5959
47,2024-05-17 10:18:00,0.016073,2024-05-17 09:30:00,242,-48.0,2024-06-21 09:30:00,34512.0,5502.7944
48,2024-05-17 10:19:00,0.016073,2024-05-17 09:30:00,242,-49.0,2024-06-21 09:30:00,34511.0,5498.8088
49,2024-05-17 10:20:00,0.016073,2024-05-17 09:30:00,242,-50.0,2024-06-21 09:30:00,34510.0,5498.769
50,2024-05-17 10:21:00,0.016073,2024-05-17 09:30:00,242,-51.0,2024-06-21 09:30:00,34509.0,5503.9827
51,2024-05-17 10:22:00,0.016073,2024-05-17 09:30:00,242,-52.0,2024-06-21 09:30:00,34508.0,5503.1592
52,2024-05-17 10:23:00,0.016073,2024-05-17 09:30:00,242,-53.0,2024-06-21 09:30:00,34507.0,5500.7913
53,2024-05-17 10:24:00,0.016073,2024-05-17 09:30:00,242,-54.0,2024-06-21 09:30:00,34506.0,5505.2473
54,2024-05-17 10:25:00,0.016073,2024-05-17 09:30:00,242,-55.0,2024-06-21 09:30:00,34505.0,5504.6142
55,2024-05-17 10:26:00,0.016073,2024-05-17 09:30:00,242,-56.0,2024-06-21 09:30:00,34504.0,5503.882
56,2024-05-17 10:27:00,0.016073,2024-05-17 09:30:00,242,-57.0,2024-06-21 09:30:00,34503.0,5502.2564
57,2024-05-17 10:28:00,0.016073,2024-05-17 09:30:00,242,-58.0,2024-06-21 09:30:00,34502.0,5500.6234
58,2024-05-17 10:29:00,0.016073,2024-05-17 09:30:00,242,-59.0,2024-06-21 09:30:00,34501.0,5499.7134
59,2024-05-17 10:30:00,0.016073,2024-05-17 09:30:00,242,-60.0,2024-06-21 09:30:00,34500.0,5497.8227
60,2024-05-17 10:31:00,0.016073,2024-05-17 09:30:00,242,-61.0,2024-06-21 09:30:00,34499.0,5492.9156
61,2024-05-17 10:32:00,0.016073,2024-05-17 09:30:00,242,-62.0,2024-06-21 09:30:00,34498.0,5492.5066
62,2024-05-17 10:33:00,0.016073,2024-05-17 09:30:00,242,-63.0,2024-06-21 09:30:00,34497.0,5491.5011
