strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4650.0,MO2407C4650,MO2407P4650,886.8,9.8,877.0,9.8
4700.0,MO2407C4700,MO2407P4700,839.4,12.2,827.1999999999999,12.2
4750.0,MO2407C4750,MO2407P4750,791.4,15.0,776.4,15.0
4800.0,MO2407C4800,MO2407P4800,745.8,18.4,727.4,18.4
4850.0,MO2407C4850,MO2407P4850,700.6,22.8,677.8000000000001,22.8
4900.0,MO2407C4900,MO2407P4900,656.0,27.6,628.4,27.6
4950.0,MO2407C4950,MO2407P4950,612.8,33.4,579.4,33.4
5000.0,MO2407C5000,MO2407P5000,569.8,39.2,530.5999999999999,39.2
5100.0,MO2407C5100,MO2407P5100,490.8,55.0,435.8,55.0
5200.0,MO2407C5200,MO2407P5200,414.8,77.8,337.0,77.8
5300.0,MO2407C5300,MO2407P5300,347.8,111.4,236.4,111.4
5400.0,MO2407C5400,MO2407P5400,280.0,147.0,133.0,147.0
5500.0,MO2407C5500,MO2407P5500,222.4,192.6,29.80000000000001,192.6
5600.0,MO2407C5600,MO2407P5600,176.8,243.6,66.79999999999998,176.8
5700.0,MO2407C5700,MO2407P5700,136.8,299.4,162.59999999999997,136.8
5800.0,MO2407C5800,MO2407P5800,105.2,370.6,265.40000000000003,105.2
5900.0,MO2407C5900,MO2407P5900,79.8,464.6,384.8,79.8
6000.0,MO2407C6000,MO2407P6000,59.2,584.2,525.0,59.2
6100.0,MO2407C6100,MO2407P6100,44.0,621.0,577.0,44.0
6200.0,MO2407C6200,MO2407P6200,32.0,678.0,646.0,32.0
