strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4600.0,MO2407C4600,MO2407P4600,432.8,16.4,416.40000000000003,16.4
4650.0,MO2407C4650,MO2407P4650,430.8,20.2,410.6,20.2
4700.0,MO2407C4700,MO2407P4700,357.2,26.8,330.4,26.8
4750.0,MO2407C4750,MO2407P4750,357.0,34.0,323.0,34.0
4800.0,MO2407C4800,MO2407P4800,272.2,43.4,228.79999999999998,43.4
4850.0,MO2407C4850,MO2407P4850,234.6,56.8,177.8,56.8
4900.0,MO2407C4900,MO2407P4900,204.2,70.8,133.39999999999998,70.8
4950.0,MO2407C4950,MO2407P4950,166.6,89.0,77.6,89.0
5000.0,MO2407C5000,MO2407P5000,145.0,110.6,34.400000000000006,110.6
5100.0,MO2407C5100,MO2407P5100,98.4,164.4,66.0,98.4
5200.0,MO2407C5200,MO2407P5200,64.6,231.4,166.8,64.6
5300.0,MO2407C5300,MO2407P5300,42.6,308.2,265.59999999999997,42.6
5400.0,MO2407C5400,MO2407P5400,27.0,393.6,366.6,27.0
5500.0,MO2407C5500,MO2407P5500,18.2,500.0,481.8,18.2
5600.0,MO2407C5600,MO2407P5600,11.4,584.6,573.2,11.4
5700.0,MO2407C5700,MO2407P5700,7.6,677.0,669.4,7.6
5800.0,MO2407C5800,MO2407P5800,5.0,785.4,780.4,5.0
5900.0,MO2407C5900,MO2407P5900,3.6,875.8,872.1999999999999,3.6
6000.0,MO2407C6000,MO2407P6000,3.4,981.0,977.6,3.4
6100.0,MO2407C6100,MO2407P6100,2.4,1083.0,1080.6,2.4
6200.0,MO2407C6200,MO2407P6200,2.2,1170.8,1168.6,2.2
