strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4600.0,MO2407C4600,MO2407P4600,535.0,17.4,517.6,17.4
4650.0,MO2407C4650,MO2407P4650,493.8,22.4,471.40000000000003,22.4
4700.0,MO2407C4700,MO2407P4700,422.8,29.4,393.40000000000003,29.4
4750.0,MO2407C4750,MO2407P4750,390.2,34.6,355.59999999999997,34.6
4800.0,MO2407C4800,MO2407P4800,344.0,43.0,301.0,43.0
4850.0,MO2407C4850,MO2407P4850,307.6,54.6,253.00000000000003,54.6
4900.0,MO2407C4900,MO2407P4900,266.4,67.4,198.99999999999997,67.4
4950.0,MO2407C4950,MO2407P4950,226.0,81.4,144.6,81.4
5000.0,MO2407C5000,MO2407P5000,197.6,99.0,98.6,99.0
5100.0,MO2407C5100,MO2407P5100,142.8,144.4,1.5999999999999943,142.8
5200.0,MO2407C5200,MO2407P5200,99.2,199.6,100.39999999999999,99.2
5300.0,MO2407C5300,MO2407P5300,67.8,267.0,199.2,67.8
5400.0,MO2407C5400,MO2407P5400,44.8,344.0,299.2,44.8
5500.0,MO2407C5500,MO2407P5500,28.6,419.6,391.0,28.6
5600.0,MO2407C5600,MO2407P5600,19.4,496.6,477.20000000000005,19.4
5700.0,MO2407C5700,MO2407P5700,13.0,614.0,601.0,13.0
5800.0,MO2407C5800,MO2407P5800,9.0,703.0,694.0,9.0
5900.0,MO2407C5900,MO2407P5900,6.2,772.8,766.5999999999999,6.2
6000.0,MO2407C6000,MO2407P6000,4.4,857.0,852.6,4.4
6100.0,MO2407C6100,MO2407P6100,4.0,965.4,961.4,4.0
6200.0,MO2407C6200,MO2407P6200,3.2,1084.2,1081.0,3.2
