strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
3800.0,MO2406C3800,MO2406P3800,1284.8,0.2,1284.6,0.2
3900.0,MO2406C3900,MO2406P3900,1183.0,0.2,1182.8,0.2
4000.0,MO2406C4000,MO2406P4000,1084.2,0.2,1084.0,0.2
4100.0,MO2406C4100,MO2406P4100,1032.8,0.4,1032.3999999999999,0.4
4200.0,MO2406C4200,MO2406P4200,944.2,0.6,943.6,0.6
4300.0,MO2406C4300,MO2406P4300,837.4,0.6,836.8,0.6
4400.0,MO2406C4400,MO2406P4400,751.2,0.8,750.4000000000001,0.8
4500.0,MO2406C4500,MO2406P4500,589.6,1.6,588.0,1.6
4550.0,MO2406C4550,MO2406P4550,585.2,1.8,583.4000000000001,1.8
4600.0,MO2406C4600,MO2406P4600,491.8,2.8,489.0,2.8
4650.0,MO2406C4650,MO2406P4650,446.6,3.6,443.0,3.6
4700.0,MO2406C4700,MO2406P4700,431.6,5.0,426.6,5.0
4750.0,MO2406C4750,MO2406P4750,398.2,7.0,391.2,7.0
4800.0,MO2406C4800,MO2406P4800,352.0,10.4,341.6,10.4
4850.0,MO2406C4850,MO2406P4850,291.2,13.8,277.4,13.8
4900.0,MO2406C4900,MO2406P4900,247.8,20.0,227.8,20.0
4950.0,MO2406C4950,MO2406P4950,204.8,27.4,177.4,27.4
5000.0,MO2406C5000,MO2406P5000,164.0,38.2,125.8,38.2
5100.0,MO2406C5100,MO2406P5100,97.2,70.4,26.799999999999997,70.4
5200.0,MO2406C5200,MO2406P5200,51.2,125.6,74.39999999999999,51.2
5300.0,MO2406C5300,MO2406P5300,24.6,197.6,173.0,24.6
5400.0,MO2406C5400,MO2406P5400,10.8,282.6,271.8,10.8
5500.0,MO2406C5500,MO2406P5500,5.4,375.6,370.20000000000005,5.4
5600.0,MO2406C5600,MO2406P5600,3.2,462.0,458.8,3.2
5700.0,MO2406C5700,MO2406P5700,2.4,558.8,556.4,2.4
5800.0,MO2406C5800,MO2406P5800,1.8,667.0,665.2,1.8
5900.0,MO2406C5900,MO2406P5900,1.4,788.0,786.6,1.4
6000.0,MO2406C6000,MO2406P6000,1.6,904.0,902.4,1.6
6100.0,MO2406C6100,MO2406P6100,1.0,991.0,990.0,1.0
6200.0,MO2406C6200,MO2406P6200,1.0,1100.4,1099.4,1.0
6300.0,MO2406C6300,MO2406P6300,0.8,1209.2,1208.4,0.8
6400.0,MO2406C6400,MO2406P6400,0.6,1253.8,1253.2,0.6
6600.0,MO2406C6600,MO2406P6600,0.4,1468.4,1468.0,0.4
6800.0,MO2406C6800,MO2406P6800,0.6,1659.8,1659.2,0.6
7000.0,MO2406C7000,MO2406P7000,0.6,1859.6,1859.0,0.6
7200.0,MO2406C7200,MO2406P7200,0.4,2068.2,2067.7999999999997,0.4
7400.0,MO2406C7400,MO2406P7400,0.4,2307.6,2307.2,0.4
