strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.5,10006857,10006858,0.2991,0.0001,0.299,0.0001
0.55,10006829,10006830,0.2501,0.0001,0.25,0.0001
0.6,10006613,10006614,0.1978,0.0001,0.19770000000000001,0.0001
0.65,10006499,10006500,0.1485,0.0001,0.1484,0.0001
0.7,10006221,10006230,0.0985,0.0004,0.0981,0.0004
0.75,10006222,10006231,0.0495,0.0014,0.048100000000000004,0.0014
0.8,10006223,10006232,0.0121,0.013,0.0008999999999999998,0.0121
0.85,10006224,10006233,0.002,0.0528,0.0508,0.002
0.9,10006225,10006234,0.0005,0.1015,0.101,0.0005
0.95,10006226,10006235,0.0003,0.1508,0.1505,0.0003
1.0,10006227,10006236,0.0001,0.1991,0.199,0.0001
1.05,10006228,10006237,0.0001,0.2471,0.247,0.0001
1.1,10006229,10006238,0.0001,0.3078,0.30770000000000003,0.0001
1.15,10006267,10006268,0.0001,0.3503,0.3502,0.0001
