strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.55,10007135,10007136,0.2491,0.0001,0.249,0.0001
0.6,10007089,10007098,0.1993,0.0001,0.19920000000000002,0.0001
0.65,10007090,10007099,0.1493,0.0001,0.1492,0.0001
0.7,10007091,10007100,0.1061,0.0001,0.106,0.0001
0.75,10007092,10007101,0.0547,0.001,0.0537,0.001
0.8,10007093,10007102,0.0139,0.0095,0.004399999999999999,0.0095
0.85,10007094,10007103,0.0018,0.0472,0.045399999999999996,0.0018
0.9,10007095,10007104,0.0002,0.1002,0.09999999999999999,0.0002
0.95,10007096,10007105,0.0001,0.1519,0.15180000000000002,0.0001
1.0,10007097,10007106,0.0001,0.1987,0.1986,0.0001
