strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4650.0,MO2407C4650,MO2407P4650,528.4,25.0,503.4,25.0
4700.0,MO2407C4700,MO2407P4700,479.0,31.0,448.0,31.0
4750.0,MO2407C4750,MO2407P4750,441.2,38.2,403.0,38.2
4800.0,MO2407C4800,MO2407P4800,399.4,46.6,352.79999999999995,46.6
4850.0,MO2407C4850,MO2407P4850,373.2,56.6,316.59999999999997,56.6
4900.0,MO2407C4900,MO2407P4900,317.8,71.4,246.4,71.4
4950.0,MO2407C4950,MO2407P4950,297.4,82.2,215.2,82.2
5000.0,MO2407C5000,MO2407P5000,250.0,98.0,152.0,98.0
5100.0,MO2407C5100,MO2407P5100,197.2,137.6,59.599999999999994,137.6
5200.0,MO2407C5200,MO2407P5200,152.0,187.6,35.599999999999994,152.0
5300.0,MO2407C5300,MO2407P5300,107.6,245.6,138.0,107.6
5400.0,MO2407C5400,MO2407P5400,77.2,312.0,234.8,77.2
5500.0,MO2407C5500,MO2407P5500,54.8,391.0,336.2,54.8
5600.0,MO2407C5600,MO2407P5600,38.0,474.6,436.6,38.0
5700.0,MO2407C5700,MO2407P5700,25.8,556.8,531.0,25.8
5800.0,MO2407C5800,MO2407P5800,18.0,670.2,652.2,18.0
5900.0,MO2407C5900,MO2407P5900,13.0,758.6,745.6,13.0
6000.0,MO2407C6000,MO2407P6000,9.0,837.6,828.6,9.0
6100.0,MO2407C6100,MO2407P6100,7.0,952.2,945.2,7.0
6200.0,MO2407C6200,MO2407P6200,5.2,1032.8,1027.6,5.2
