datetime,r_f,near_Maturity_time,days_in_year,T1_min,next_Maturity_time,T2_min,close
2024-06-21 09:31:00,0.015915,2024-06-26 09:30:00,366,7199.0,2024-07-24 09:30:00,47519.0,0.785
2024-06-21 09:32:00,0.015915,2024-06-26 09:30:00,366,7198.0,2024-07-24 09:30:00,47518.0,0.785
2024-06-21 09:33:00,0.015915,2024-06-26 09:30:00,366,7197.0,2024-07-24 09:30:00,47517.0,0.784
2024-06-21 09:34:00,0.015915,2024-06-26 09:30:00,366,7196.0,2024-07-24 09:30:00,47516.0,0.782
2024-06-21 09:35:00,0.015915,2024-06-26 09:30:00,366,7195.0,2024-07-24 09:30:00,47515.0,0.78
2024-06-21 09:36:00,0.015915,2024-06-26 09:30:00,366,7194.0,2024-07-24 09:30:00,47514.0,0.782
2024-06-21 09:37:00,0.015915,2024-06-26 09:30:00,366,7193.0,2024-07-24 09:30:00,47513.0,0.783
2024-06-21 09:38:00,0.015915,2024-06-26 09:30:00,366,7192.0,2024-07-24 09:30:00,47512.0,0.783
2024-06-21 09:39:00,0.015915,2024-06-26 09:30:00,366,7191.0,2024-07-24 09:30:00,47511.0,0.783
2024-06-21 09:40:00,0.015915,2024-06-26 09:30:00,366,7190.0,2024-07-24 09:30:00,47510.0,0.783
2024-06-21 09:41:00,0.015915,2024-06-26 09:30:00,366,7189.0,2024-07-24 09:30:00,47509.0,0.784
2024-06-21 09:42:00,0.015915,2024-06-26 09:30:00,366,7188.0,2024-07-24 09:30:00,47508.0,0.784
2024-06-21 09:43:00,0.015915,2024-06-26 09:30:00,366,7187.0,2024-07-24 09:30:00,47507.0,0.783
2024-06-21 09:44:00,0.015915,2024-06-26 09:30:00,366,7186.0,2024-07-24 09:30:00,47506.0,0.784
2024-06-21 09:45:00,0.015915,2024-06-26 09:30:00,366,7185.0,2024-07-24 09:30:00,47505.0,0.784
2024-06-21 09:46:00,0.015915,2024-06-26 09:30:00,366,7184.0,2024-07-24 09:30:00,47504.0,0.784
2024-06-21 09:47:00,0.015915,2024-06-26 09:30:00,366,7183.0,2024-07-24 09:30:00,47503.0,0.786
2024-06-21 09:48:00,0.015915,2024-06-26 09:30:00,366,7182.0,2024-07-24 09:30:00,47502.0,0.786
2024-06-21 09:49:00,0.015915,2024-06-26 09:30:00,366,7181.0,2024-07-24 09:30:00,47501.0,0.786
2024-06-21 09:50:00,0.015915,2024-06-26 09:30:00,366,7180.0,2024-07-24 09:30:00,47500.0,0.785
2024-06-21 09:51:00,0.015915,2024-06-26 09:30:00,366,7179.0,2024-07-24 09:30:00,47499.0,0.785
2024-06-21 09:52:00,0.015915,2024-06-26 09:30:00,366,7178.0,2024-07-24 09:30:00,47498.0,0.786
2024-06-21 09:53:00,0.015915,2024-06-26 09:30:00,366,7177.0,2024-07-24 09:30:00,47497.0,0.786
2024-06-21 09:54:00,0.015915,2024-06-26 09:30:00,366,7176.0,2024-07-24 09:30:00,47496.0,0.787
2024-06-21 09:55:00,0.015915,2024-06-26 09:30:00,366,7175.0,2024-07-24 09:30:00,47495.0,0.787
2024-06-21 09:56:00,0.015915,2024-06-26 09:30:00,366,7174.0,2024-07-24 09:30:00,47494.0,0.789
2024-06-21 09:57:00,0.015915,2024-06-26 09:30:00,366,7173.0,2024-07-24 09:30:00,47493.0,0.789
2024-06-21 09:58:00,0.015915,2024-06-26 09:30:00,366,7172.0,2024-07-24 09:30:00,47492.0,0.79
2024-06-21 09:59:00,0.015915,2024-06-26 09:30:00,366,7171.0,2024-07-24 09:30:00,47491.0,0.788
2024-06-21 10:00:00,0.015915,2024-06-26 09:30:00,366,7170.0,2024-07-24 09:30:00,47490.0,0.788
2024-06-21 10:01:00,0.015915,2024-06-26 09:30:00,366,7169.0,2024-07-24 09:30:00,47489.0,0.787
2024-06-21 10:02:00,0.015915,2024-06-26 09:30:00,366,7168.0,2024-07-24 09:30:00,47488.0,0.787
2024-06-21 10:03:00,0.015915,2024-06-26 09:30:00,366,7167.0,2024-07-24 09:30:00,47487.0,0.786
2024-06-21 10:04:00,0.015915,2024-06-26 09:30:00,366,7166.0,2024-07-24 09:30:00,47486.0,0.786
2024-06-21 10:05:00,0.015915,2024-06-26 09:30:00,366,7165.0,2024-07-24 09:30:00,47485.0,0.787
2024-06-21 10:06:00,0.015915,2024-06-26 09:30:00,366,7164.0,2024-07-24 09:30:00,47484.0,0.787
2024-06-21 10:07:00,0.015915,2024-06-26 09:30:00,366,7163.0,2024-07-24 09:30:00,47483.0,0.787
2024-06-21 10:08:00,0.015915,2024-06-26 09:30:00,366,7162.0,2024-07-24 09:30:00,47482.0,0.786
2024-06-21 10:09:00,0.015915,2024-06-26 09:30:00,366,7161.0,2024-07-24 09:30:00,47481.0,0.786
2024-06-21 10:10:00,0.015915,2024-06-26 09:30:00,366,7160.0,2024-07-24 09:30:00,47480.0,0.787
2024-06-21 10:11:00,0.015915,2024-06-26 09:30:00,366,7159.0,2024-07-24 09:30:00,47479.0,0.786
2024-06-21 10:12:00,0.015915,2024-06-26 09:30:00,366,7158.0,2024-07-24 09:30:00,47478.0,0.787
2024-06-21 10:13:00,0.015915,2024-06-26 09:30:00,366,7157.0,2024-07-24 09:30:00,47477.0,0.786
2024-06-21 10:14:00,0.015915,2024-06-26 09:30:00,366,7156.0,2024-07-24 09:30:00,47476.0,0.786
2024-06-21 10:15:00,0.015915,2024-06-26 09:30:00,366,7155.0,2024-07-24 09:30:00,47475.0,0.785
2024-06-21 10:16:00,0.015915,2024-06-26 09:30:00,366,7154.0,2024-07-24 09:30:00,47474.0,0.785
2024-06-21 10:17:00,0.015915,2024-06-26 09:30:00,366,7153.0,2024-07-24 09:30:00,47473.0,0.785
2024-06-21 10:18:00,0.015915,2024-06-26 09:30:00,366,7152.0,2024-07-24 09:30:00,47472.0,0.784
2024-06-21 10:19:00,0.015915,2024-06-26 09:30:00,366,7151.0,2024-07-24 09:30:00,47471.0,0.784
2024-06-21 10:20:00,0.015915,2024-06-26 09:30:00,366,7150.0,2024-07-24 09:30:00,47470.0,0.784
2024-06-21 10:21:00,0.015915,2024-06-26 09:30:00,366,7149.0,2024-07-24 09:30:00,47469.0,0.785
