strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4350.0,MO2407C4350,MO2407P4350,540.0,3.6,536.4,3.6
4400.0,MO2407C4400,MO2407P4400,524.0,5.0,519.0,5.0
4450.0,MO2407C4450,MO2407P4450,449.2,7.6,441.59999999999997,7.6
4500.0,MO2407C4500,MO2407P4500,421.4,10.6,410.79999999999995,10.6
4550.0,MO2407C4550,MO2407P4550,356.4,14.6,341.79999999999995,14.6
4600.0,MO2407C4600,MO2407P4600,314.0,21.4,292.6,21.4
4650.0,MO2407C4650,MO2407P4650,277.0,28.8,248.2,28.8
4700.0,MO2407C4700,MO2407P4700,237.2,39.2,198.0,39.2
4750.0,MO2407C4750,MO2407P4750,197.2,52.4,144.79999999999998,52.4
4800.0,MO2407C4800,MO2407P4800,164.0,67.0,97.0,67.0
4850.0,MO2407C4850,MO2407P4850,134.2,87.6,46.599999999999994,87.6
4900.0,MO2407C4900,MO2407P4900,107.6,110.2,2.6000000000000085,107.6
4950.0,MO2407C4950,MO2407P4950,85.4,136.8,51.400000000000006,85.4
5000.0,MO2407C5000,MO2407P5000,65.6,167.6,102.0,65.6
5100.0,MO2407C5100,MO2407P5100,38.2,239.2,201.0,38.2
5200.0,MO2407C5200,MO2407P5200,20.6,325.6,305.0,20.6
5300.0,MO2407C5300,MO2407P5300,10.8,406.0,395.2,10.8
5400.0,MO2407C5400,MO2407P5400,5.4,510.0,504.6,5.4
5500.0,MO2407C5500,MO2407P5500,3.4,573.6,570.2,3.4
5600.0,MO2407C5600,MO2407P5600,2.0,709.8,707.8,2.0
5700.0,MO2407C5700,MO2407P5700,1.6,809.8,808.1999999999999,1.6
5800.0,MO2407C5800,MO2407P5800,1.4,900.0,898.6,1.4
5900.0,MO2407C5900,MO2407P5900,1.2,1008.8,1007.5999999999999,1.2
6000.0,MO2407C6000,MO2407P6000,1.0,1104.0,1103.0,1.0
6100.0,MO2407C6100,MO2407P6100,1.2,1208.8,1207.6,1.2
6200.0,MO2407C6200,MO2407P6200,1.0,1301.2,1300.2,1.0
