strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.5,10006857,10006858,0.2583,0.0001,0.2582,0.0001
0.55,10006829,10006830,0.2083,0.0001,0.20820000000000002,0.0001
0.6,10006613,10006614,0.1624,0.0001,0.1623,0.0001
0.65,10006499,10006500,0.112,0.0001,0.1119,0.0001
0.7,10006221,10006230,0.0626,0.0001,0.0625,0.0001
0.75,10006222,10006231,0.013,0.0001,0.0129,0.0001
0.8,10006223,10006232,0.0001,0.0368,0.036699999999999997,0.0001
0.85,10006224,10006233,0.0001,0.0867,0.0866,0.0001
0.9,10006225,10006234,0.0001,0.1412,0.1411,0.0001
0.95,10006226,10006235,0.0001,0.1877,0.18760000000000002,0.0001
1.0,10006227,10006236,0.0001,0.2388,0.23870000000000002,0.0001
1.05,10006228,10006237,0.0001,0.2881,0.28800000000000003,0.0001
1.1,10006229,10006238,0.0001,0.3412,0.3411,0.0001
1.15,10006267,10006268,0.0001,0.3975,0.39740000000000003,0.0001
