datetime,r_f,near_Maturity_time,days_in_year,T1_min,next_Maturity_time,T2_min,close
2023-12-08 09:31:00,0.023791000000000003,2023-12-27 09:30:00,365,27359.0,2024-01-24 09:30:00,67679.0,0.894
2023-12-08 09:32:00,0.023791000000000003,2023-12-27 09:30:00,365,27358.0,2024-01-24 09:30:00,67678.0,0.892
2023-12-08 09:33:00,0.023791000000000003,2023-12-27 09:30:00,365,27357.0,2024-01-24 09:30:00,67677.0,0.893
2023-12-08 09:34:00,0.023791000000000003,2023-12-27 09:30:00,365,27356.0,2024-01-24 09:30:00,67676.0,0.893
2023-12-08 09:35:00,0.023791000000000003,2023-12-27 09:30:00,365,27355.0,2024-01-24 09:30:00,67675.0,0.895
2023-12-08 09:36:00,0.023791000000000003,2023-12-27 09:30:00,365,27354.0,2024-01-24 09:30:00,67674.0,0.895
2023-12-08 09:37:00,0.023791000000000003,2023-12-27 09:30:00,365,27353.0,2024-01-24 09:30:00,67673.0,0.898
2023-12-08 09:38:00,0.023791000000000003,2023-12-27 09:30:00,365,27352.0,2024-01-24 09:30:00,67672.0,0.898
2023-12-08 09:39:00,0.023791000000000003,2023-12-27 09:30:00,365,27351.0,2024-01-24 09:30:00,67671.0,0.898
2023-12-08 09:40:00,0.023791000000000003,2023-12-27 09:30:00,365,27350.0,2024-01-24 09:30:00,67670.0,0.898
2023-12-08 09:41:00,0.023791000000000003,2023-12-27 09:30:00,365,27349.0,2024-01-24 09:30:00,67669.0,0.897
2023-12-08 09:42:00,0.023791000000000003,2023-12-27 09:30:00,365,27348.0,2024-01-24 09:30:00,67668.0,0.897
2023-12-08 09:43:00,0.023791000000000003,2023-12-27 09:30:00,365,27347.0,2024-01-24 09:30:00,67667.0,0.896
2023-12-08 09:44:00,0.023791000000000003,2023-12-27 09:30:00,365,27346.0,2024-01-24 09:30:00,67666.0,0.895
2023-12-08 09:45:00,0.023791000000000003,2023-12-27 09:30:00,365,27345.0,2024-01-24 09:30:00,67665.0,0.895
2023-12-08 09:46:00,0.023791000000000003,2023-12-27 09:30:00,365,27344.0,2024-01-24 09:30:00,67664.0,0.895
2023-12-08 09:47:00,0.023791000000000003,2023-12-27 09:30:00,365,27343.0,2024-01-24 09:30:00,67663.0,0.894
2023-12-08 09:48:00,0.023791000000000003,2023-12-27 09:30:00,365,27342.0,2024-01-24 09:30:00,67662.0,0.895
2023-12-08 09:49:00,0.023791000000000003,2023-12-27 09:30:00,365,27341.0,2024-01-24 09:30:00,67661.0,0.895
2023-12-08 09:50:00,0.023791000000000003,2023-12-27 09:30:00,365,27340.0,2024-01-24 09:30:00,67660.0,0.895
2023-12-08 09:51:00,0.023791000000000003,2023-12-27 09:30:00,365,27339.0,2024-01-24 09:30:00,67659.0,0.895
2023-12-08 09:52:00,0.023791000000000003,2023-12-27 09:30:00,365,27338.0,2024-01-24 09:30:00,67658.0,0.894
2023-12-08 09:53:00,0.023791000000000003,2023-12-27 09:30:00,365,27337.0,2024-01-24 09:30:00,67657.0,0.894
2023-12-08 09:54:00,0.023791000000000003,2023-12-27 09:30:00,365,27336.0,2024-01-24 09:30:00,67656.0,0.893
2023-12-08 09:55:00,0.023791000000000003,2023-12-27 09:30:00,365,27335.0,2024-01-24 09:30:00,67655.0,0.893
2023-12-08 09:56:00,0.023791000000000003,2023-12-27 09:30:00,365,27334.0,2024-01-24 09:30:00,67654.0,0.894
2023-12-08 09:57:00,0.023791000000000003,2023-12-27 09:30:00,365,27333.0,2024-01-24 09:30:00,67653.0,0.893
2023-12-08 09:58:00,0.023791000000000003,2023-12-27 09:30:00,365,27332.0,2024-01-24 09:30:00,67652.0,0.894
2023-12-08 09:59:00,0.023791000000000003,2023-12-27 09:30:00,365,27331.0,2024-01-24 09:30:00,67651.0,0.895
2023-12-08 10:00:00,0.023791000000000003,2023-12-27 09:30:00,365,27330.0,2024-01-24 09:30:00,67650.0,0.894
2023-12-08 10:01:00,0.023791000000000003,2023-12-27 09:30:00,365,27329.0,2024-01-24 09:30:00,67649.0,0.895
2023-12-08 10:02:00,0.023791000000000003,2023-12-27 09:30:00,365,27328.0,2024-01-24 09:30:00,67648.0,0.896
2023-12-08 10:03:00,0.023791000000000003,2023-12-27 09:30:00,365,27327.0,2024-01-24 09:30:00,67647.0,0.896
2023-12-08 10:04:00,0.023791000000000003,2023-12-27 09:30:00,365,27326.0,2024-01-24 09:30:00,67646.0,0.896
2023-12-08 10:05:00,0.023791000000000003,2023-12-27 09:30:00,365,27325.0,2024-01-24 09:30:00,67645.0,0.898
2023-12-08 10:06:00,0.023791000000000003,2023-12-27 09:30:00,365,27324.0,2024-01-24 09:30:00,67644.0,0.896
2023-12-08 10:07:00,0.023791000000000003,2023-12-27 09:30:00,365,27323.0,2024-01-24 09:30:00,67643.0,0.896
2023-12-08 10:08:00,0.023791000000000003,2023-12-27 09:30:00,365,27322.0,2024-01-24 09:30:00,67642.0,0.896
2023-12-08 10:09:00,0.023791000000000003,2023-12-27 09:30:00,365,27321.0,2024-01-24 09:30:00,67641.0,0.895
2023-12-08 10:10:00,0.023791000000000003,2023-12-27 09:30:00,365,27320.0,2024-01-24 09:30:00,67640.0,0.896
2023-12-08 10:11:00,0.023791000000000003,2023-12-27 09:30:00,365,27319.0,2024-01-24 09:30:00,67639.0,0.897
2023-12-08 10:12:00,0.023791000000000003,2023-12-27 09:30:00,365,27318.0,2024-01-24 09:30:00,67638.0,0.897
2023-12-08 10:13:00,0.023791000000000003,2023-12-27 09:30:00,365,27317.0,2024-01-24 09:30:00,67637.0,0.896
2023-12-08 10:14:00,0.023791000000000003,2023-12-27 09:30:00,365,27316.0,2024-01-24 09:30:00,67636.0,0.895
2023-12-08 10:15:00,0.023791000000000003,2023-12-27 09:30:00,365,27315.0,2024-01-24 09:30:00,67635.0,0.896
2023-12-08 10:16:00,0.023791000000000003,2023-12-27 09:30:00,365,27314.0,2024-01-24 09:30:00,67634.0,0.896
