strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
4250.0,MO2403C4250,MO2403P4250,514.6,72.2,442.40000000000003,72.2
4300.0,MO2403C4300,MO2403P4300,479.0,78.4,400.6,78.4
4350.0,MO2403C4350,MO2403P4350,409.8,89.2,320.6,89.2
4400.0,MO2403C4400,MO2403P4400,399.2,105.2,294.0,105.2
4450.0,MO2403C4450,MO2403P4450,374.2,119.6,254.6,119.6
4500.0,MO2403C4500,MO2403P4500,330.0,136.2,193.8,136.2
4550.0,MO2403C4550,MO2403P4550,285.0,156.8,128.2,156.8
4600.0,MO2403C4600,MO2403P4600,268.4,174.6,93.79999999999998,174.6
4650.0,MO2403C4650,MO2403P4650,240.0,189.0,51.0,189.0
4700.0,MO2403C4700,MO2403P4700,211.6,225.0,13.400000000000006,211.6
4750.0,MO2403C4750,MO2403P4750,190.8,248.2,57.39999999999998,190.8
4800.0,MO2403C4800,MO2403P4800,166.6,269.6,103.00000000000003,166.6
4850.0,MO2403C4850,MO2403P4850,151.4,297.2,145.79999999999998,151.4
4900.0,MO2403C4900,MO2403P4900,129.2,335.4,206.2,129.2
4950.0,MO2403C4950,MO2403P4950,111.8,359.0,247.2,111.8
5000.0,MO2403C5000,MO2403P5000,99.2,402.6,303.40000000000003,99.2
5100.0,MO2403C5100,MO2403P5100,76.6,484.8,408.20000000000005,76.6
5200.0,MO2403C5200,MO2403P5200,59.0,542.8,483.79999999999995,59.0
5300.0,MO2403C5300,MO2403P5300,45.6,645.0,599.4,45.6
5400.0,MO2403C5400,MO2403P5400,34.0,750.4,716.4,34.0
5500.0,MO2403C5500,MO2403P5500,24.8,809.2,784.4000000000001,24.8
5600.0,MO2403C5600,MO2403P5600,20.0,916.2,896.2,20.0
5700.0,MO2403C5700,MO2403P5700,15.0,1055.4,1040.4,15.0
5800.0,MO2403C5800,MO2403P5800,11.2,1143.0,1131.8,11.2
5900.0,MO2403C5900,MO2403P5900,8.6,1250.6,1242.0,8.6
6000.0,MO2403C6000,MO2403P6000,6.8,1341.0,1334.2,6.8
6100.0,MO2403C6100,MO2403P6100,5.4,1481.8,1476.3999999999999,5.4
6200.0,MO2403C6200,MO2403P6200,4.6,1500.2,1495.6000000000001,4.6
6300.0,MO2403C6300,MO2403P6300,3.8,1551.8,1548.0,3.8
6400.0,MO2403C6400,MO2403P6400,3.2,1690.0,1686.8,3.2
6500.0,MO2403C6500,MO2403P6500,2.6,1776.0,1773.4,2.6
6600.0,MO2403C6600,MO2403P6600,2.4,1897.2,1894.8,2.4
6800.0,MO2403C6800,MO2403P6800,2.8,2062.2,2059.3999999999996,2.8
7000.0,MO2403C7000,MO2403P7000,1.8,2000.0,1998.2,1.8
7200.0,MO2403C7200,MO2403P7200,1.4,2514.6,2513.2,1.4
7400.0,MO2403C7400,MO2403P7400,1.2,2350.0,2348.8,1.2
7600.0,MO2403C7600,MO2403P7600,1.4,2917.2,2915.7999999999997,1.4
7800.0,MO2403C7800,MO2403P7800,1.6,3063.6,3062.0,1.6
