,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-02-02 09:31:00,0.018903,2024-02-19 09:30:00,242,7199.0,2024-03-15 09:30:00,34559.0,4790.7021
1,2024-02-02 09:32:00,0.018903,2024-02-19 09:30:00,242,7198.0,2024-03-15 09:30:00,34558.0,4801.4844
2,2024-02-02 09:33:00,0.018903,2024-02-19 09:30:00,242,7197.0,2024-03-15 09:30:00,34557.0,4794.7477
3,2024-02-02 09:34:00,0.018903,2024-02-19 09:30:00,242,7196.0,2024-03-15 09:30:00,34556.0,4784.6103
4,2024-02-02 09:35:00,0.018903,2024-02-19 09:30:00,242,7195.0,2024-03-15 09:30:00,34555.0,4777.2064
5,2024-02-02 09:36:00,0.018903,2024-02-19 09:30:00,242,7194.0,2024-03-15 09:30:00,34554.0,4786.8897
6,2024-02-02 09:37:00,0.018903,2024-02-19 09:30:00,242,7193.0,2024-03-15 09:30:00,34553.0,4786.1048
7,2024-02-02 09:38:00,0.018903,2024-02-19 09:30:00,242,7192.0,2024-03-15 09:30:00,34552.0,4794.1665
8,2024-02-02 09:39:00,0.018903,2024-02-19 09:30:00,242,7191.0,2024-03-15 09:30:00,34551.0,4779.53
9,2024-02-02 09:40:00,0.018903,2024-02-19 09:30:00,242,7190.0,2024-03-15 09:30:00,34550.0,4777.4772
10,2024-02-02 09:41:00,0.018903,2024-02-19 09:30:00,242,7189.0,2024-03-15 09:30:00,34549.0,4776.5085
11,2024-02-02 09:42:00,0.018903,2024-02-19 09:30:00,242,7188.0,2024-03-15 09:30:00,34548.0,4772.4839
12,2024-02-02 09:43:00,0.018903,2024-02-19 09:30:00,242,7187.0,2024-03-15 09:30:00,34547.0,4775.3068
13,2024-02-02 09:44:00,0.018903,2024-02-19 09:30:00,242,7186.0,2024-03-15 09:30:00,34546.0,4775.6598
14,2024-02-02 09:45:00,0.018903,2024-02-19 09:30:00,242,7185.0,2024-03-15 09:30:00,34545.0,4767.8294
15,2024-02-02 09:46:00,0.018903,2024-02-19 09:30:00,242,7184.0,2024-03-15 09:30:00,34544.0,4762.3355
16,2024-02-02 09:47:00,0.018903,2024-02-19 09:30:00,242,7183.0,2024-03-15 09:30:00,34543.0,4755.4268
17,2024-02-02 09:48:00,0.018903,2024-02-19 09:30:00,242,7182.0,2024-03-15 09:30:00,34542.0,4748.9484
18,2024-02-02 09:49:00,0.018903,2024-02-19 09:30:00,242,7181.0,2024-03-15 09:30:00,34541.0,4747.7845
19,2024-02-02 09:50:00,0.018903,2024-02-19 09:30:00,242,7180.0,2024-03-15 09:30:00,34540.0,4742.8071
20,2024-02-02 09:51:00,0.018903,2024-02-19 09:30:00,242,7179.0,2024-03-15 09:30:00,34539.0,4749.6662
21,2024-02-02 09:52:00,0.018903,2024-02-19 09:30:00,242,7178.0,2024-03-15 09:30:00,34538.0,4747.995
22,2024-02-02 09:53:00,0.018903,2024-02-19 09:30:00,242,7177.0,2024-03-15 09:30:00,34537.0,4744.7141
23,2024-02-02 09:54:00,0.018903,2024-02-19 09:30:00,242,7176.0,2024-03-15 09:30:00,34536.0,4741.2363
24,2024-02-02 09:55:00,0.018903,2024-02-19 09:30:00,242,7175.0,2024-03-15 09:30:00,34535.0,4742.6918
25,2024-02-02 09:56:00,0.018903,2024-02-19 09:30:00,242,7174.0,2024-03-15 09:30:00,34534.0,4757.0756
26,2024-02-02 09:57:00,0.018903,2024-02-19 09:30:00,242,7173.0,2024-03-15 09:30:00,34533.0,4753.9672
27,2024-02-02 09:58:00,0.018903,2024-02-19 09:30:00,242,7172.0,2024-03-15 09:30:00,34532.0,4755.7554
28,2024-02-02 09:59:00,0.018903,2024-02-19 09:30:00,242,7171.0,2024-03-15 09:30:00,34531.0,4752.7306
29,2024-02-02 10:00:00,0.018903,2024-02-19 09:30:00,242,7170.0,2024-03-15 09:30:00,34530.0,4749.4105
30,2024-02-02 10:01:00,0.018903,2024-02-19 09:30:00,242,7169.0,2024-03-15 09:30:00,34529.0,4742.2763
31,2024-02-02 10:02:00,0.018903,2024-02-19 09:30:00,242,7168.0,2024-03-15 09:30:00,34528.0,4752.2369
32,2024-02-02 10:03:00,0.018903,2024-02-19 09:30:00,242,7167.0,2024-03-15 09:30:00,34527.0,4756.0788
33,2024-02-02 10:04:00,0.018903,2024-02-19 09:30:00,242,7166.0,2024-03-15 09:30:00,34526.0,4773.5812
