datetime,r_f,near_Maturity_time,days_in_year,T1_min,next_Maturity_time,T2_min,close
2024-01-25 09:31:00,0.020342,2024-02-28 09:30:00,366,48959.0,2024-03-27 09:30:00,89279.0,0.783
2024-01-25 09:32:00,0.020342,2024-02-28 09:30:00,366,48958.0,2024-03-27 09:30:00,89278.0,0.782
2024-01-25 09:33:00,0.020342,2024-02-28 09:30:00,366,48957.0,2024-03-27 09:30:00,89277.0,0.783
2024-01-25 09:34:00,0.020342,2024-02-28 09:30:00,366,48956.0,2024-03-27 09:30:00,89276.0,0.782
2024-01-25 09:35:00,0.020342,2024-02-28 09:30:00,366,48955.0,2024-03-27 09:30:00,89275.0,0.785
2024-01-25 09:36:00,0.020342,2024-02-28 09:30:00,366,48954.0,2024-03-27 09:30:00,89274.0,0.785
2024-01-25 09:37:00,0.020342,2024-02-28 09:30:00,366,48953.0,2024-03-27 09:30:00,89273.0,0.786
2024-01-25 09:38:00,0.020342,2024-02-28 09:30:00,366,48952.0,2024-03-27 09:30:00,89272.0,0.786
2024-01-25 09:39:00,0.020342,2024-02-28 09:30:00,366,48951.0,2024-03-27 09:30:00,89271.0,0.785
2024-01-25 09:40:00,0.020342,2024-02-28 09:30:00,366,48950.0,2024-03-27 09:30:00,89270.0,0.787
2024-01-25 09:41:00,0.020342,2024-02-28 09:30:00,366,48949.0,2024-03-27 09:30:00,89269.0,0.788
2024-01-25 09:42:00,0.020342,2024-02-28 09:30:00,366,48948.0,2024-03-27 09:30:00,89268.0,0.787
2024-01-25 09:43:00,0.020342,2024-02-28 09:30:00,366,48947.0,2024-03-27 09:30:00,89267.0,0.787
2024-01-25 09:44:00,0.020342,2024-02-28 09:30:00,366,48946.0,2024-03-27 09:30:00,89266.0,0.785
2024-01-25 09:45:00,0.020342,2024-02-28 09:30:00,366,48945.0,2024-03-27 09:30:00,89265.0,0.785
2024-01-25 09:46:00,0.020342,2024-02-28 09:30:00,366,48944.0,2024-03-27 09:30:00,89264.0,0.784
2024-01-25 09:47:00,0.020342,2024-02-28 09:30:00,366,48943.0,2024-03-27 09:30:00,89263.0,0.784
2024-01-25 09:48:00,0.020342,2024-02-28 09:30:00,366,48942.0,2024-03-27 09:30:00,89262.0,0.784
2024-01-25 09:49:00,0.020342,2024-02-28 09:30:00,366,48941.0,2024-03-27 09:30:00,89261.0,0.783
2024-01-25 09:50:00,0.020342,2024-02-28 09:30:00,366,48940.0,2024-03-27 09:30:00,89260.0,0.782
2024-01-25 09:51:00,0.020342,2024-02-28 09:30:00,366,48939.0,2024-03-27 09:30:00,89259.0,0.783
2024-01-25 09:52:00,0.020342,2024-02-28 09:30:00,366,48938.0,2024-03-27 09:30:00,89258.0,0.782
2024-01-25 09:53:00,0.020342,2024-02-28 09:30:00,366,48937.0,2024-03-27 09:30:00,89257.0,0.782
2024-01-25 09:54:00,0.020342,2024-02-28 09:30:00,366,48936.0,2024-03-27 09:30:00,89256.0,0.784
2024-01-25 09:55:00,0.020342,2024-02-28 09:30:00,366,48935.0,2024-03-27 09:30:00,89255.0,0.783
2024-01-25 09:56:00,0.020342,2024-02-28 09:30:00,366,48934.0,2024-03-27 09:30:00,89254.0,0.783
2024-01-25 09:57:00,0.020342,2024-02-28 09:30:00,366,48933.0,2024-03-27 09:30:00,89253.0,0.784
2024-01-25 09:58:00,0.020342,2024-02-28 09:30:00,366,48932.0,2024-03-27 09:30:00,89252.0,0.783
2024-01-25 09:59:00,0.020342,2024-02-28 09:30:00,366,48931.0,2024-03-27 09:30:00,89251.0,0.785
2024-01-25 10:00:00,0.020342,2024-02-28 09:30:00,366,48930.0,2024-03-27 09:30:00,89250.0,0.784
2024-01-25 10:01:00,0.020342,2024-02-28 09:30:00,366,48929.0,2024-03-27 09:30:00,89249.0,0.785
2024-01-25 10:02:00,0.020342,2024-02-28 09:30:00,366,48928.0,2024-03-27 09:30:00,89248.0,0.783
2024-01-25 10:03:00,0.020342,2024-02-28 09:30:00,366,48927.0,2024-03-27 09:30:00,89247.0,0.784
2024-01-25 10:04:00,0.020342,2024-02-28 09:30:00,366,48926.0,2024-03-27 09:30:00,89246.0,0.786
2024-01-25 10:05:00,0.020342,2024-02-28 09:30:00,366,48925.0,2024-03-27 09:30:00,89245.0,0.788
2024-01-25 10:06:00,0.020342,2024-02-28 09:30:00,366,48924.0,2024-03-27 09:30:00,89244.0,0.788
2024-01-25 10:07:00,0.020342,2024-02-28 09:30:00,366,48923.0,2024-03-27 09:30:00,89243.0,0.789
2024-01-25 10:08:00,0.020342,2024-02-28 09:30:00,366,48922.0,2024-03-27 09:30:00,89242.0,0.788
2024-01-25 10:09:00,0.020342,2024-02-28 09:30:00,366,48921.0,2024-03-27 09:30:00,89241.0,0.789
2024-01-25 10:10:00,0.020342,2024-02-28 09:30:00,366,48920.0,2024-03-27 09:30:00,89240.0,0.788
2024-01-25 10:11:00,0.020342,2024-02-28 09:30:00,366,48919.0,2024-03-27 09:30:00,89239.0,0.786
2024-01-25 10:12:00,0.020342,2024-02-28 09:30:00,366,48918.0,2024-03-27 09:30:00,89238.0,0.787
2024-01-25 10:13:00,0.020342,2024-02-28 09:30:00,366,48917.0,2024-03-27 09:30:00,89237.0,0.786
2024-01-25 10:14:00,0.020342,2024-02-28 09:30:00,366,48916.0,2024-03-27 09:30:00,89236.0,0.786
2024-01-25 10:15:00,0.020342,2024-02-28 09:30:00,366,48915.0,2024-03-27 09:30:00,89235.0,0.787
2024-01-25 10:16:00,0.020342,2024-02-28 09:30:00,366,48914.0,2024-03-27 09:30:00,89234.0,0.787
2024-01-25 10:17:00,0.020342,2024-02-28 09:30:00,366,48913.0,2024-03-27 09:30:00,89233.0,0.787
2024-01-25 10:18:00,0.020342,2024-02-28 09:30:00,366,48912.0,2024-03-27 09:30:00,89232.0,0.787
2024-01-25 10:19:00,0.020342,2024-02-28 09:30:00,366,48911.0,2024-03-27 09:30:00,89231.0,0.787
2024-01-25 10:20:00,0.020342,2024-02-28 09:30:00,366,48910.0,2024-03-27 09:30:00,89230.0,0.79
2024-01-25 10:21:00,0.020342,2024-02-28 09:30:00,366,48909.0,2024-03-27 09:30:00,89229.0,0.79
2024-01-25 10:22:00,0.020342,2024-02-28 09:30:00,366,48908.0,2024-03-27 09:30:00,89228.0,0.789
2024-01-25 10:23:00,0.020342,2024-02-28 09:30:00,366,48907.0,2024-03-27 09:30:00,89227.0,0.793
2024-01-25 10:24:00,0.020342,2024-02-28 09:30:00,366,48906.0,2024-03-27 09:30:00,89226.0,0.792
2024-01-25 10:25:00,0.020342,2024-02-28 09:30:00,366,48905.0,2024-03-27 09:30:00,89225.0,0.794
2024-01-25 10:26:00,0.020342,2024-02-28 09:30:00,366,48904.0,2024-03-27 09:30:00,89224.0,0.794
2024-01-25 10:27:00,0.020342,2024-02-28 09:30:00,366,48903.0,2024-03-27 09:30:00,89223.0,0.792
2024-01-25 10:28:00,0.020342,2024-02-28 09:30:00,366,48902.0,2024-03-27 09:30:00,89222.0,0.795
2024-01-25 10:29:00,0.020342,2024-02-28 09:30:00,366,48901.0,2024-03-27 09:30:00,89221.0,0.797
2024-01-25 10:30:00,0.020342,2024-02-28 09:30:00,366,48900.0,2024-03-27 09:30:00,89220.0,0.796
2024-01-25 10:31:00,0.020342,2024-02-28 09:30:00,366,48899.0,2024-03-27 09:30:00,89219.0,0.797
2024-01-25 10:32:00,0.020342,2024-02-28 09:30:00,366,48898.0,2024-03-27 09:30:00,89218.0,0.794
2024-01-25 10:33:00,0.020342,2024-02-28 09:30:00,366,48897.0,2024-03-27 09:30:00,89217.0,0.795
2024-01-25 10:34:00,0.020342,2024-02-28 09:30:00,366,48896.0,2024-03-27 09:30:00,89216.0,0.797
2024-01-25 10:35:00,0.020342,2024-02-28 09:30:00,366,48895.0,2024-03-27 09:30:00,89215.0,0.796
2024-01-25 10:36:00,0.020342,2024-02-28 09:30:00,366,48894.0,2024-03-27 09:30:00,89214.0,0.798
2024-01-25 10:37:00,0.020342,2024-02-28 09:30:00,366,48893.0,2024-03-27 09:30:00,89213.0,0.797
2024-01-25 10:38:00,0.020342,2024-02-28 09:30:00,366,48892.0,2024-03-27 09:30:00,89212.0,0.798
2024-01-25 10:39:00,0.020342,2024-02-28 09:30:00,366,48891.0,2024-03-27 09:30:00,89211.0,0.797
2024-01-25 10:40:00,0.020342,2024-02-28 09:30:00,366,48890.0,2024-03-27 09:30:00,89210.0,0.796
2024-01-25 10:41:00,0.020342,2024-02-28 09:30:00,366,48889.0,2024-03-27 09:30:00,89209.0,0.796
2024-01-25 10:42:00,0.020342,2024-02-28 09:30:00,366,48888.0,2024-03-27 09:30:00,89208.0,0.795
2024-01-25 10:43:00,0.020342,2024-02-28 09:30:00,366,48887.0,2024-03-27 09:30:00,89207.0,0.796
2024-01-25 10:44:00,0.020342,2024-02-28 09:30:00,366,48886.0,2024-03-27 09:30:00,89206.0,0.796
2024-01-25 10:45:00,0.020342,2024-02-28 09:30:00,366,48885.0,2024-03-27 09:30:00,89205.0,0.796
2024-01-25 10:46:00,0.020342,2024-02-28 09:30:00,366,48884.0,2024-03-27 09:30:00,89204.0,0.794
2024-01-25 10:47:00,0.020342,2024-02-28 09:30:00,366,48883.0,2024-03-27 09:30:00,89203.0,0.795
2024-01-25 10:48:00,0.020342,2024-02-28 09:30:00,366,48882.0,2024-03-27 09:30:00,89202.0,0.795
2024-01-25 10:49:00,0.020342,2024-02-28 09:30:00,366,48881.0,2024-03-27 09:30:00,89201.0,0.797
2024-01-25 10:50:00,0.020342,2024-02-28 09:30:00,366,48880.0,2024-03-27 09:30:00,89200.0,0.797
2024-01-25 10:51:00,0.020342,2024-02-28 09:30:00,366,48879.0,2024-03-27 09:30:00,89199.0,0.798
2024-01-25 10:52:00,0.020342,2024-02-28 09:30:00,366,48878.0,2024-03-27 09:30:00,89198.0,0.796
2024-01-25 10:53:00,0.020342,2024-02-28 09:30:00,366,48877.0,2024-03-27 09:30:00,89197.0,0.796
2024-01-25 10:54:00,0.020342,2024-02-28 09:30:00,366,48876.0,2024-03-27 09:30:00,89196.0,0.795
2024-01-25 10:55:00,0.020342,2024-02-28 09:30:00,366,48875.0,2024-03-27 09:30:00,89195.0,0.796
2024-01-25 10:56:00,0.020342,2024-02-28 09:30:00,366,48874.0,2024-03-27 09:30:00,89194.0,0.795
2024-01-25 10:57:00,0.020342,2024-02-28 09:30:00,366,48873.0,2024-03-27 09:30:00,89193.0,0.796
2024-01-25 10:58:00,0.020342,2024-02-28 09:30:00,366,48872.0,2024-03-27 09:30:00,89192.0,0.795
2024-01-25 10:59:00,0.020342,2024-02-28 09:30:00,366,48871.0,2024-03-27 09:30:00,89191.0,0.794
2024-01-25 11:00:00,0.020342,2024-02-28 09:30:00,366,48870.0,2024-03-27 09:30:00,89190.0,0.795
