datetime,r_f,near_Maturity_time,days_in_year,T1_min,next_Maturity_time,T2_min,close
2024-04-24 09:31:00,0.016696,2024-05-22 09:30:00,366,40319.0,2024-06-26 09:30:00,90719.0,0.765
2024-04-24 09:32:00,0.016696,2024-05-22 09:30:00,366,40318.0,2024-06-26 09:30:00,90718.0,0.765
2024-04-24 09:33:00,0.016696,2024-05-22 09:30:00,366,40317.0,2024-06-26 09:30:00,90717.0,0.764
2024-04-24 09:34:00,0.016696,2024-05-22 09:30:00,366,40316.0,2024-06-26 09:30:00,90716.0,0.763
2024-04-24 09:35:00,0.016696,2024-05-22 09:30:00,366,40315.0,2024-06-26 09:30:00,90715.0,0.764
2024-04-24 09:36:00,0.016696,2024-05-22 09:30:00,366,40314.0,2024-06-26 09:30:00,90714.0,0.763
2024-04-24 09:37:00,0.016696,2024-05-22 09:30:00,366,40313.0,2024-06-26 09:30:00,90713.0,0.764
2024-04-24 09:38:00,0.016696,2024-05-22 09:30:00,366,40312.0,2024-06-26 09:30:00,90712.0,0.764
2024-04-24 09:39:00,0.016696,2024-05-22 09:30:00,366,40311.0,2024-06-26 09:30:00,90711.0,0.764
2024-04-24 09:40:00,0.016696,2024-05-22 09:30:00,366,40310.0,2024-06-26 09:30:00,90710.0,0.764
2024-04-24 09:41:00,0.016696,2024-05-22 09:30:00,366,40309.0,2024-06-26 09:30:00,90709.0,0.763
2024-04-24 09:42:00,0.016696,2024-05-22 09:30:00,366,40308.0,2024-06-26 09:30:00,90708.0,0.763
2024-04-24 09:43:00,0.016696,2024-05-22 09:30:00,366,40307.0,2024-06-26 09:30:00,90707.0,0.764
2024-04-24 09:44:00,0.016696,2024-05-22 09:30:00,366,40306.0,2024-06-26 09:30:00,90706.0,0.764
2024-04-24 09:45:00,0.016696,2024-05-22 09:30:00,366,40305.0,2024-06-26 09:30:00,90705.0,0.763
2024-04-24 09:46:00,0.016696,2024-05-22 09:30:00,366,40304.0,2024-06-26 09:30:00,90704.0,0.764
2024-04-24 09:47:00,0.016696,2024-05-22 09:30:00,366,40303.0,2024-06-26 09:30:00,90703.0,0.764
2024-04-24 09:48:00,0.016696,2024-05-22 09:30:00,366,40302.0,2024-06-26 09:30:00,90702.0,0.765
2024-04-24 09:49:00,0.016696,2024-05-22 09:30:00,366,40301.0,2024-06-26 09:30:00,90701.0,0.766
2024-04-24 09:50:00,0.016696,2024-05-22 09:30:00,366,40300.0,2024-06-26 09:30:00,90700.0,0.765
2024-04-24 09:51:00,0.016696,2024-05-22 09:30:00,366,40299.0,2024-06-26 09:30:00,90699.0,0.766
2024-04-24 09:52:00,0.016696,2024-05-22 09:30:00,366,40298.0,2024-06-26 09:30:00,90698.0,0.764
2024-04-24 09:53:00,0.016696,2024-05-22 09:30:00,366,40297.0,2024-06-26 09:30:00,90697.0,0.765
2024-04-24 09:54:00,0.016696,2024-05-22 09:30:00,366,40296.0,2024-06-26 09:30:00,90696.0,0.764
2024-04-24 09:55:00,0.016696,2024-05-22 09:30:00,366,40295.0,2024-06-26 09:30:00,90695.0,0.764
2024-04-24 09:56:00,0.016696,2024-05-22 09:30:00,366,40294.0,2024-06-26 09:30:00,90694.0,0.765
2024-04-24 09:57:00,0.016696,2024-05-22 09:30:00,366,40293.0,2024-06-26 09:30:00,90693.0,0.764
2024-04-24 09:58:00,0.016696,2024-05-22 09:30:00,366,40292.0,2024-06-26 09:30:00,90692.0,0.764
2024-04-24 09:59:00,0.016696,2024-05-22 09:30:00,366,40291.0,2024-06-26 09:30:00,90691.0,0.765
2024-04-24 10:00:00,0.016696,2024-05-22 09:30:00,366,40290.0,2024-06-26 09:30:00,90690.0,0.765
2024-04-24 10:01:00,0.016696,2024-05-22 09:30:00,366,40289.0,2024-06-26 09:30:00,90689.0,0.765
2024-04-24 10:02:00,0.016696,2024-05-22 09:30:00,366,40288.0,2024-06-26 09:30:00,90688.0,0.765
2024-04-24 10:03:00,0.016696,2024-05-22 09:30:00,366,40287.0,2024-06-26 09:30:00,90687.0,0.765
2024-04-24 10:04:00,0.016696,2024-05-22 09:30:00,366,40286.0,2024-06-26 09:30:00,90686.0,0.764
2024-04-24 10:05:00,0.016696,2024-05-22 09:30:00,366,40285.0,2024-06-26 09:30:00,90685.0,0.765
2024-04-24 10:06:00,0.016696,2024-05-22 09:30:00,366,40284.0,2024-06-26 09:30:00,90684.0,0.764
2024-04-24 10:07:00,0.016696,2024-05-22 09:30:00,366,40283.0,2024-06-26 09:30:00,90683.0,0.765
2024-04-24 10:08:00,0.016696,2024-05-22 09:30:00,366,40282.0,2024-06-26 09:30:00,90682.0,0.766
2024-04-24 10:09:00,0.016696,2024-05-22 09:30:00,366,40281.0,2024-06-26 09:30:00,90681.0,0.768
2024-04-24 10:10:00,0.016696,2024-05-22 09:30:00,366,40280.0,2024-06-26 09:30:00,90680.0,0.768
2024-04-24 10:11:00,0.016696,2024-05-22 09:30:00,366,40279.0,2024-06-26 09:30:00,90679.0,0.768
2024-04-24 10:12:00,0.016696,2024-05-22 09:30:00,366,40278.0,2024-06-26 09:30:00,90678.0,0.769
2024-04-24 10:13:00,0.016696,2024-05-22 09:30:00,366,40277.0,2024-06-26 09:30:00,90677.0,0.769
2024-04-24 10:14:00,0.016696,2024-05-22 09:30:00,366,40276.0,2024-06-26 09:30:00,90676.0,0.769
2024-04-24 10:15:00,0.016696,2024-05-22 09:30:00,366,40275.0,2024-06-26 09:30:00,90675.0,0.768
2024-04-24 10:16:00,0.016696,2024-05-22 09:30:00,366,40274.0,2024-06-26 09:30:00,90674.0,0.769
2024-04-24 10:17:00,0.016696,2024-05-22 09:30:00,366,40273.0,2024-06-26 09:30:00,90673.0,0.768
2024-04-24 10:18:00,0.016696,2024-05-22 09:30:00,366,40272.0,2024-06-26 09:30:00,90672.0,0.767
2024-04-24 10:19:00,0.016696,2024-05-22 09:30:00,366,40271.0,2024-06-26 09:30:00,90671.0,0.768
2024-04-24 10:20:00,0.016696,2024-05-22 09:30:00,366,40270.0,2024-06-26 09:30:00,90670.0,0.767
2024-04-24 10:21:00,0.016696,2024-05-22 09:30:00,366,40269.0,2024-06-26 09:30:00,90669.0,0.768
2024-04-24 10:22:00,0.016696,2024-05-22 09:30:00,366,40268.0,2024-06-26 09:30:00,90668.0,0.768
2024-04-24 10:23:00,0.016696,2024-05-22 09:30:00,366,40267.0,2024-06-26 09:30:00,90667.0,0.767
2024-04-24 10:24:00,0.016696,2024-05-22 09:30:00,366,40266.0,2024-06-26 09:30:00,90666.0,0.767
2024-04-24 10:25:00,0.016696,2024-05-22 09:30:00,366,40265.0,2024-06-26 09:30:00,90665.0,0.767
2024-04-24 10:26:00,0.016696,2024-05-22 09:30:00,366,40264.0,2024-06-26 09:30:00,90664.0,0.767
2024-04-24 10:27:00,0.016696,2024-05-22 09:30:00,366,40263.0,2024-06-26 09:30:00,90663.0,0.766
2024-04-24 10:28:00,0.016696,2024-05-22 09:30:00,366,40262.0,2024-06-26 09:30:00,90662.0,0.766
2024-04-24 10:29:00,0.016696,2024-05-22 09:30:00,366,40261.0,2024-06-26 09:30:00,90661.0,0.767
2024-04-24 10:30:00,0.016696,2024-05-22 09:30:00,366,40260.0,2024-06-26 09:30:00,90660.0,0.767
2024-04-24 10:31:00,0.016696,2024-05-22 09:30:00,366,40259.0,2024-06-26 09:30:00,90659.0,0.768
2024-04-24 10:32:00,0.016696,2024-05-22 09:30:00,366,40258.0,2024-06-26 09:30:00,90658.0,0.767
2024-04-24 10:33:00,0.016696,2024-05-22 09:30:00,366,40257.0,2024-06-26 09:30:00,90657.0,0.768
2024-04-24 10:34:00,0.016696,2024-05-22 09:30:00,366,40256.0,2024-06-26 09:30:00,90656.0,0.768
2024-04-24 10:35:00,0.016696,2024-05-22 09:30:00,366,40255.0,2024-06-26 09:30:00,90655.0,0.767
2024-04-24 10:36:00,0.016696,2024-05-22 09:30:00,366,40254.0,2024-06-26 09:30:00,90654.0,0.767
