strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.55,10007135,10007136,0.2472,0.0001,0.24710000000000001,0.0001
0.6,10007089,10007098,0.1972,0.0001,0.1971,0.0001
0.65,10007090,10007099,0.145,0.0001,0.1449,0.0001
0.7,10007091,10007100,0.0949,0.0002,0.09469999999999999,0.0002
0.75,10007092,10007101,0.0439,0.001,0.0429,0.001
0.8,10007093,10007102,0.0083,0.0144,0.0060999999999999995,0.0083
0.85,10007094,10007103,0.0009,0.0567,0.0558,0.0009
0.9,10007095,10007104,0.0002,0.1053,0.1051,0.0002
0.95,10007096,10007105,0.0001,0.1549,0.15480000000000002,0.0001
1.0,10007097,10007106,0.0001,0.1987,0.1986,0.0001
