,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-05-06 09:31:00,0.017022,2024-05-17 09:30:00,242,12959.0,2024-06-21 09:30:00,47519.0,5579.0293
1,2024-05-06 09:32:00,0.017022,2024-05-17 09:30:00,242,12958.0,2024-06-21 09:30:00,47518.0,5574.2424
2,2024-05-06 09:33:00,0.017022,2024-05-17 09:30:00,242,12957.0,2024-06-21 09:30:00,47517.0,5561.8877
3,2024-05-06 09:34:00,0.017022,2024-05-17 09:30:00,242,12956.0,2024-06-21 09:30:00,47516.0,5569.1757
4,2024-05-06 09:35:00,0.017022,2024-05-17 09:30:00,242,12955.0,2024-06-21 09:30:00,47515.0,5566.7576
5,2024-05-06 09:36:00,0.017022,2024-05-17 09:30:00,242,12954.0,2024-06-21 09:30:00,47514.0,5567.1508
6,2024-05-06 09:37:00,0.017022,2024-05-17 09:30:00,242,12953.0,2024-06-21 09:30:00,47513.0,5565.5076
7,2024-05-06 09:38:00,0.017022,2024-05-17 09:30:00,242,12952.0,2024-06-21 09:30:00,47512.0,5564.9117
8,2024-05-06 09:39:00,0.017022,2024-05-17 09:30:00,242,12951.0,2024-06-21 09:30:00,47511.0,5568.5049
9,2024-05-06 09:40:00,0.017022,2024-05-17 09:30:00,242,12950.0,2024-06-21 09:30:00,47510.0,5585.1416
10,2024-05-06 09:41:00,0.017022,2024-05-17 09:30:00,242,12949.0,2024-06-21 09:30:00,47509.0,5586.9446
11,2024-05-06 09:42:00,0.017022,2024-05-17 09:30:00,242,12948.0,2024-06-21 09:30:00,47508.0,5578.9997
12,2024-05-06 09:43:00,0.017022,2024-05-17 09:30:00,242,12947.0,2024-06-21 09:30:00,47507.0,5573.4041
13,2024-05-06 09:44:00,0.017022,2024-05-17 09:30:00,242,12946.0,2024-06-21 09:30:00,47506.0,5575.8382
14,2024-05-06 09:45:00,0.017022,2024-05-17 09:30:00,242,12945.0,2024-06-21 09:30:00,47505.0,5574.7641
15,2024-05-06 09:46:00,0.017022,2024-05-17 09:30:00,242,12944.0,2024-06-21 09:30:00,47504.0,5571.2234
16,2024-05-06 09:47:00,0.017022,2024-05-17 09:30:00,242,12943.0,2024-06-21 09:30:00,47503.0,5573.1527
17,2024-05-06 09:48:00,0.017022,2024-05-17 09:30:00,242,12942.0,2024-06-21 09:30:00,47502.0,5574.0922
18,2024-05-06 09:49:00,0.017022,2024-05-17 09:30:00,242,12941.0,2024-06-21 09:30:00,47501.0,5575.9712
19,2024-05-06 09:50:00,0.017022,2024-05-17 09:30:00,242,12940.0,2024-06-21 09:30:00,47500.0,5573.823
20,2024-05-06 09:51:00,0.017022,2024-05-17 09:30:00,242,12939.0,2024-06-21 09:30:00,47499.0,5573.9336
21,2024-05-06 09:52:00,0.017022,2024-05-17 09:30:00,242,12938.0,2024-06-21 09:30:00,47498.0,5568.9777
22,2024-05-06 09:53:00,0.017022,2024-05-17 09:30:00,242,12937.0,2024-06-21 09:30:00,47497.0,5568.6323
23,2024-05-06 09:54:00,0.017022,2024-05-17 09:30:00,242,12936.0,2024-06-21 09:30:00,47496.0,5570.108
24,2024-05-06 09:55:00,0.017022,2024-05-17 09:30:00,242,12935.0,2024-06-21 09:30:00,47495.0,5573.7178
25,2024-05-06 09:56:00,0.017022,2024-05-17 09:30:00,242,12934.0,2024-06-21 09:30:00,47494.0,5575.037
26,2024-05-06 09:57:00,0.017022,2024-05-17 09:30:00,242,12933.0,2024-06-21 09:30:00,47493.0,5577.2568
27,2024-05-06 09:58:00,0.017022,2024-05-17 09:30:00,242,12932.0,2024-06-21 09:30:00,47492.0,5582.5109
28,2024-05-06 09:59:00,0.017022,2024-05-17 09:30:00,242,12931.0,2024-06-21 09:30:00,47491.0,5582.0183
29,2024-05-06 10:00:00,0.017022,2024-05-17 09:30:00,242,12930.0,2024-06-21 09:30:00,47490.0,5587.0765
30,2024-05-06 10:01:00,0.017022,2024-05-17 09:30:00,242,12929.0,2024-06-21 09:30:00,47489.0,5591.2089
31,2024-05-06 10:02:00,0.017022,2024-05-17 09:30:00,242,12928.0,2024-06-21 09:30:00,47488.0,5592.4703
32,2024-05-06 10:03:00,0.017022,2024-05-17 09:30:00,242,12927.0,2024-06-21 09:30:00,47487.0,5592.1913
33,2024-05-06 10:04:00,0.017022,2024-05-17 09:30:00,242,12926.0,2024-06-21 09:30:00,47486.0,5594.6863
34,2024-05-06 10:05:00,0.017022,2024-05-17 09:30:00,242,12925.0,2024-06-21 09:30:00,47485.0,5599.9935
35,2024-05-06 10:06:00,0.017022,2024-05-17 09:30:00,242,12924.0,2024-06-21 09:30:00,47484.0,5598.9842
36,2024-05-06 10:07:00,0.017022,2024-05-17 09:30:00,242,12923.0,2024-06-21 09:30:00,47483.0,5606.6906
37,2024-05-06 10:08:00,0.017022,2024-05-17 09:30:00,242,12922.0,2024-06-21 09:30:00,47482.0,5608.585
38,2024-05-06 10:09:00,0.017022,2024-05-17 09:30:00,242,12921.0,2024-06-21 09:30:00,47481.0,5607.0055
39,2024-05-06 10:10:00,0.017022,2024-05-17 09:30:00,242,12920.0,2024-06-21 09:30:00,47480.0,5609.7006
40,2024-05-06 10:11:00,0.017022,2024-05-17 09:30:00,242,12919.0,2024-06-21 09:30:00,47479.0,5606.0886
41,2024-05-06 10:12:00,0.017022,2024-05-17 09:30:00,242,12918.0,2024-06-21 09:30:00,47478.0,5605.6883
42,2024-05-06 10:13:00,0.017022,2024-05-17 09:30:00,242,12917.0,2024-06-21 09:30:00,47477.0,5604.7614
43,2024-05-06 10:14:00,0.017022,2024-05-17 09:30:00,242,12916.0,2024-06-21 09:30:00,47476.0,5600.5138
44,2024-05-06 10:15:00,0.017022,2024-05-17 09:30:00,242,12915.0,2024-06-21 09:30:00,47475.0,5597.6337
45,2024-05-06 10:16:00,0.017022,2024-05-17 09:30:00,242,12914.0,2024-06-21 09:30:00,47474.0,5595.3064
46,2024-05-06 10:17:00,0.017022,2024-05-17 09:30:00,242,12913.0,2024-06-21 09:30:00,47473.0,5599.64
47,2024-05-06 10:18:00,0.017022,2024-05-17 09:30:00,242,12912.0,2024-06-21 09:30:00,47472.0,5593.3532
48,2024-05-06 10:19:00,0.017022,2024-05-17 09:30:00,242,12911.0,2024-06-21 09:30:00,47471.0,5596.1109
49,2024-05-06 10:20:00,0.017022,2024-05-17 09:30:00,242,12910.0,2024-06-21 09:30:00,47470.0,5593.1993
50,2024-05-06 10:21:00,0.017022,2024-05-17 09:30:00,242,12909.0,2024-06-21 09:30:00,47469.0,5591.8658
51,2024-05-06 10:22:00,0.017022,2024-05-17 09:30:00,242,12908.0,2024-06-21 09:30:00,47468.0,5594.1079
52,2024-05-06 10:23:00,0.017022,2024-05-17 09:30:00,242,12907.0,2024-06-21 09:30:00,47467.0,5589.6495
53,2024-05-06 10:24:00,0.017022,2024-05-17 09:30:00,242,12906.0,2024-06-21 09:30:00,47466.0,5589.8094
54,2024-05-06 10:25:00,0.017022,2024-05-17 09:30:00,242,12905.0,2024-06-21 09:30:00,47465.0,5591.3904
55,2024-05-06 10:26:00,0.017022,2024-05-17 09:30:00,242,12904.0,2024-06-21 09:30:00,47464.0,5594.7036
56,2024-05-06 10:27:00,0.017022,2024-05-17 09:30:00,242,12903.0,2024-06-21 09:30:00,47463.0,5595.0093
57,2024-05-06 10:28:00,0.017022,2024-05-17 09:30:00,242,12902.0,2024-06-21 09:30:00,47462.0,5597.3723
58,2024-05-06 10:29:00,0.017022,2024-05-17 09:30:00,242,12901.0,2024-06-21 09:30:00,47461.0,5597.938
59,2024-05-06 10:30:00,0.017022,2024-05-17 09:30:00,242,12900.0,2024-06-21 09:30:00,47460.0,5597.6488
60,2024-05-06 10:31:00,0.017022,2024-05-17 09:30:00,242,12899.0,2024-06-21 09:30:00,47459.0,5600.089
61,2024-05-06 10:32:00,0.017022,2024-05-17 09:30:00,242,12898.0,2024-06-21 09:30:00,47458.0,5597.3228
62,2024-05-06 10:33:00,0.017022,2024-05-17 09:30:00,242,12897.0,2024-06-21 09:30:00,47457.0,5598.3553
63,2024-05-06 10:34:00,0.017022,2024-05-17 09:30:00,242,12896.0,2024-06-21 09:30:00,47456.0,5595.2855
64,2024-05-06 10:35:00,0.017022,2024-05-17 09:30:00,242,12895.0,2024-06-21 09:30:00,47455.0,5595.0316
65,2024-05-06 10:36:00,0.017022,2024-05-17 09:30:00,242,12894.0,2024-06-21 09:30:00,47454.0,5588.5643
66,2024-05-06 10:37:00,0.017022,2024-05-17 09:30:00,242,12893.0,2024-06-21 09:30:00,47453.0,5589.3613
67,2024-05-06 10:38:00,0.017022,2024-05-17 09:30:00,242,12892.0,2024-06-21 09:30:00,47452.0,5601.653
68,2024-05-06 10:39:00,0.017022,2024-05-17 09:30:00,242,12891.0,2024-06-21 09:30:00,47451.0,5600.5408
69,2024-05-06 10:40:00,0.017022,2024-05-17 09:30:00,242,12890.0,2024-06-21 09:30:00,47450.0,5601.464
70,2024-05-06 10:41:00,0.017022,2024-05-17 09:30:00,242,12889.0,2024-06-21 09:30:00,47449.0,5603.8237
71,2024-05-06 10:42:00,0.017022,2024-05-17 09:30:00,242,12888.0,2024-06-21 09:30:00,47448.0,5600.4124
72,2024-05-06 10:43:00,0.017022,2024-05-17 09:30:00,242,12887.0,2024-06-21 09:30:00,47447.0,5603.241
73,2024-05-06 10:44:00,0.017022,2024-05-17 09:30:00,242,12886.0,2024-06-21 09:30:00,47446.0,5600.9888
74,2024-05-06 10:45:00,0.017022,2024-05-17 09:30:00,242,12885.0,2024-06-21 09:30:00,47445.0,5599.6934
75,2024-05-06 10:46:00,0.017022,2024-05-17 09:30:00,242,12884.0,2024-06-21 09:30:00,47444.0,5598.3122
76,2024-05-06 10:47:00,0.017022,2024-05-17 09:30:00,242,12883.0,2024-06-21 09:30:00,47443.0,5599.1616
77,2024-05-06 10:48:00,0.017022,2024-05-17 09:30:00,242,12882.0,2024-06-21 09:30:00,47442.0,5600.7718
78,2024-05-06 10:49:00,0.017022,2024-05-17 09:30:00,242,12881.0,2024-06-21 09:30:00,47441.0,5597.5919
79,2024-05-06 10:50:00,0.017022,2024-05-17 09:30:00,242,12880.0,2024-06-21 09:30:00,47440.0,5599.1373
80,2024-05-06 10:51:00,0.017022,2024-05-17 09:30:00,242,12879.0,2024-06-21 09:30:00,47439.0,5601.5745
81,2024-05-06 10:52:00,0.017022,2024-05-17 09:30:00,242,12878.0,2024-06-21 09:30:00,47438.0,5600.7905
82,2024-05-06 10:53:00,0.017022,2024-05-17 09:30:00,242,12877.0,2024-06-21 09:30:00,47437.0,5600.6031
83,2024-05-06 10:54:00,0.017022,2024-05-17 09:30:00,242,12876.0,2024-06-21 09:30:00,47436.0,5601.7961
84,2024-05-06 10:55:00,0.017022,2024-05-17 09:30:00,242,12875.0,2024-06-21 09:30:00,47435.0,5601.884
85,2024-05-06 10:56:00,0.017022,2024-05-17 09:30:00,242,12874.0,2024-06-21 09:30:00,47434.0,5603.1388
86,2024-05-06 10:57:00,0.017022,2024-05-17 09:30:00,242,12873.0,2024-06-21 09:30:00,47433.0,5603.1193
87,2024-05-06 10:58:00,0.017022,2024-05-17 09:30:00,242,12872.0,2024-06-21 09:30:00,47432.0,5603.4117
88,2024-05-06 10:59:00,0.017022,2024-05-17 09:30:00,242,12871.0,2024-06-21 09:30:00,47431.0,5601.5565
89,2024-05-06 11:00:00,0.017022,2024-05-17 09:30:00,242,12870.0,2024-06-21 09:30:00,47430.0,5602.5895
90,2024-05-06 11:01:00,0.017022,2024-05-17 09:30:00,242,12869.0,2024-06-21 09:30:00,47429.0,5602.4715
91,2024-05-06 11:02:00,0.017022,2024-05-17 09:30:00,242,12868.0,2024-06-21 09:30:00,47428.0,5603.2922
92,2024-05-06 11:03:00,0.017022,2024-05-17 09:30:00,242,12867.0,2024-06-21 09:30:00,47427.0,5603.5236
93,2024-05-06 11:04:00,0.017022,2024-05-17 09:30:00,242,12866.0,2024-06-21 09:30:00,47426.0,5605.5137
94,2024-05-06 11:05:00,0.017022,2024-05-17 09:30:00,242,12865.0,2024-06-21 09:30:00,47425.0,5605.7919
95,2024-05-06 11:06:00,0.017022,2024-05-17 09:30:00,242,12864.0,2024-06-21 09:30:00,47424.0,5606.6444
96,2024-05-06 11:07:00,0.017022,2024-05-17 09:30:00,242,12863.0,2024-06-21 09:30:00,47423.0,5606.1367
97,2024-05-06 11:08:00,0.017022,2024-05-17 09:30:00,242,12862.0,2024-06-21 09:30:00,47422.0,5607.0411
98,2024-05-06 11:09:00,0.017022,2024-05-17 09:30:00,242,12861.0,2024-06-21 09:30:00,47421.0,5604.7589
99,2024-05-06 11:10:00,0.017022,2024-05-17 09:30:00,242,12860.0,2024-06-21 09:30:00,47420.0,5603.2447
100,2024-05-06 11:11:00,0.017022,2024-05-17 09:30:00,242,12859.0,2024-06-21 09:30:00,47419.0,5601.3348
101,2024-05-06 11:12:00,0.017022,2024-05-17 09:30:00,242,12858.0,2024-06-21 09:30:00,47418.0,5601.8006
102,2024-05-06 11:13:00,0.017022,2024-05-17 09:30:00,242,12857.0,2024-06-21 09:30:00,47417.0,5602.5658
103,2024-05-06 11:14:00,0.017022,2024-05-17 09:30:00,242,12856.0,2024-06-21 09:30:00,47416.0,5600.737
