datetime,r_f,near_Maturity_time,days_in_year,T1_min,next_Maturity_time,T2_min,close
2024-01-17 09:31:00,0.021040999999999997,2024-01-24 09:30:00,366,10079.0,2024-02-28 09:30:00,60479.0,0.812
2024-01-17 09:32:00,0.021040999999999997,2024-01-24 09:30:00,366,10078.0,2024-02-28 09:30:00,60478.0,0.813
2024-01-17 09:33:00,0.021040999999999997,2024-01-24 09:30:00,366,10077.0,2024-02-28 09:30:00,60477.0,0.812
2024-01-17 09:34:00,0.021040999999999997,2024-01-24 09:30:00,366,10076.0,2024-02-28 09:30:00,60476.0,0.812
2024-01-17 09:35:00,0.021040999999999997,2024-01-24 09:30:00,366,10075.0,2024-02-28 09:30:00,60475.0,0.813
2024-01-17 09:36:00,0.021040999999999997,2024-01-24 09:30:00,366,10074.0,2024-02-28 09:30:00,60474.0,0.812
2024-01-17 09:37:00,0.021040999999999997,2024-01-24 09:30:00,366,10073.0,2024-02-28 09:30:00,60473.0,0.812
2024-01-17 09:38:00,0.021040999999999997,2024-01-24 09:30:00,366,10072.0,2024-02-28 09:30:00,60472.0,0.813
2024-01-17 09:39:00,0.021040999999999997,2024-01-24 09:30:00,366,10071.0,2024-02-28 09:30:00,60471.0,0.812
2024-01-17 09:40:00,0.021040999999999997,2024-01-24 09:30:00,366,10070.0,2024-02-28 09:30:00,60470.0,0.812
2024-01-17 09:41:00,0.021040999999999997,2024-01-24 09:30:00,366,10069.0,2024-02-28 09:30:00,60469.0,0.812
2024-01-17 09:42:00,0.021040999999999997,2024-01-24 09:30:00,366,10068.0,2024-02-28 09:30:00,60468.0,0.811
2024-01-17 09:43:00,0.021040999999999997,2024-01-24 09:30:00,366,10067.0,2024-02-28 09:30:00,60467.0,0.81
2024-01-17 09:44:00,0.021040999999999997,2024-01-24 09:30:00,366,10066.0,2024-02-28 09:30:00,60466.0,0.81
2024-01-17 09:45:00,0.021040999999999997,2024-01-24 09:30:00,366,10065.0,2024-02-28 09:30:00,60465.0,0.81
2024-01-17 09:46:00,0.021040999999999997,2024-01-24 09:30:00,366,10064.0,2024-02-28 09:30:00,60464.0,0.809
2024-01-17 09:47:00,0.021040999999999997,2024-01-24 09:30:00,366,10063.0,2024-02-28 09:30:00,60463.0,0.81
2024-01-17 09:48:00,0.021040999999999997,2024-01-24 09:30:00,366,10062.0,2024-02-28 09:30:00,60462.0,0.81
2024-01-17 09:49:00,0.021040999999999997,2024-01-24 09:30:00,366,10061.0,2024-02-28 09:30:00,60461.0,0.81
2024-01-17 09:50:00,0.021040999999999997,2024-01-24 09:30:00,366,10060.0,2024-02-28 09:30:00,60460.0,0.811
2024-01-17 09:51:00,0.021040999999999997,2024-01-24 09:30:00,366,10059.0,2024-02-28 09:30:00,60459.0,0.811
2024-01-17 09:52:00,0.021040999999999997,2024-01-24 09:30:00,366,10058.0,2024-02-28 09:30:00,60458.0,0.81
2024-01-17 09:53:00,0.021040999999999997,2024-01-24 09:30:00,366,10057.0,2024-02-28 09:30:00,60457.0,0.81
2024-01-17 09:54:00,0.021040999999999997,2024-01-24 09:30:00,366,10056.0,2024-02-28 09:30:00,60456.0,0.81
2024-01-17 09:55:00,0.021040999999999997,2024-01-24 09:30:00,366,10055.0,2024-02-28 09:30:00,60455.0,0.809
2024-01-17 09:56:00,0.021040999999999997,2024-01-24 09:30:00,366,10054.0,2024-02-28 09:30:00,60454.0,0.81
2024-01-17 09:57:00,0.021040999999999997,2024-01-24 09:30:00,366,10053.0,2024-02-28 09:30:00,60453.0,0.81
2024-01-17 09:58:00,0.021040999999999997,2024-01-24 09:30:00,366,10052.0,2024-02-28 09:30:00,60452.0,0.81
2024-01-17 09:59:00,0.021040999999999997,2024-01-24 09:30:00,366,10051.0,2024-02-28 09:30:00,60451.0,0.81
2024-01-17 10:00:00,0.021040999999999997,2024-01-24 09:30:00,366,10050.0,2024-02-28 09:30:00,60450.0,0.809
2024-01-17 10:01:00,0.021040999999999997,2024-01-24 09:30:00,366,10049.0,2024-02-28 09:30:00,60449.0,0.81
2024-01-17 10:02:00,0.021040999999999997,2024-01-24 09:30:00,366,10048.0,2024-02-28 09:30:00,60448.0,0.81
2024-01-17 10:03:00,0.021040999999999997,2024-01-24 09:30:00,366,10047.0,2024-02-28 09:30:00,60447.0,0.81
2024-01-17 10:04:00,0.021040999999999997,2024-01-24 09:30:00,366,10046.0,2024-02-28 09:30:00,60446.0,0.81
2024-01-17 10:05:00,0.021040999999999997,2024-01-24 09:30:00,366,10045.0,2024-02-28 09:30:00,60445.0,0.81
2024-01-17 10:06:00,0.021040999999999997,2024-01-24 09:30:00,366,10044.0,2024-02-28 09:30:00,60444.0,0.809
2024-01-17 10:07:00,0.021040999999999997,2024-01-24 09:30:00,366,10043.0,2024-02-28 09:30:00,60443.0,0.809
2024-01-17 10:08:00,0.021040999999999997,2024-01-24 09:30:00,366,10042.0,2024-02-28 09:30:00,60442.0,0.809
2024-01-17 10:09:00,0.021040999999999997,2024-01-24 09:30:00,366,10041.0,2024-02-28 09:30:00,60441.0,0.809
2024-01-17 10:10:00,0.021040999999999997,2024-01-24 09:30:00,366,10040.0,2024-02-28 09:30:00,60440.0,0.808
2024-01-17 10:11:00,0.021040999999999997,2024-01-24 09:30:00,366,10039.0,2024-02-28 09:30:00,60439.0,0.809
2024-01-17 10:12:00,0.021040999999999997,2024-01-24 09:30:00,366,10038.0,2024-02-28 09:30:00,60438.0,0.811
2024-01-17 10:13:00,0.021040999999999997,2024-01-24 09:30:00,366,10037.0,2024-02-28 09:30:00,60437.0,0.809
2024-01-17 10:14:00,0.021040999999999997,2024-01-24 09:30:00,366,10036.0,2024-02-28 09:30:00,60436.0,0.808
2024-01-17 10:15:00,0.021040999999999997,2024-01-24 09:30:00,366,10035.0,2024-02-28 09:30:00,60435.0,0.808
2024-01-17 10:16:00,0.021040999999999997,2024-01-24 09:30:00,366,10034.0,2024-02-28 09:30:00,60434.0,0.808
2024-01-17 10:17:00,0.021040999999999997,2024-01-24 09:30:00,366,10033.0,2024-02-28 09:30:00,60433.0,0.808
2024-01-17 10:18:00,0.021040999999999997,2024-01-24 09:30:00,366,10032.0,2024-02-28 09:30:00,60432.0,0.808
2024-01-17 10:19:00,0.021040999999999997,2024-01-24 09:30:00,366,10031.0,2024-02-28 09:30:00,60431.0,0.807
2024-01-17 10:20:00,0.021040999999999997,2024-01-24 09:30:00,366,10030.0,2024-02-28 09:30:00,60430.0,0.808
2024-01-17 10:21:00,0.021040999999999997,2024-01-24 09:30:00,366,10029.0,2024-02-28 09:30:00,60429.0,0.807
2024-01-17 10:22:00,0.021040999999999997,2024-01-24 09:30:00,366,10028.0,2024-02-28 09:30:00,60428.0,0.808
2024-01-17 10:23:00,0.021040999999999997,2024-01-24 09:30:00,366,10027.0,2024-02-28 09:30:00,60427.0,0.807
2024-01-17 10:24:00,0.021040999999999997,2024-01-24 09:30:00,366,10026.0,2024-02-28 09:30:00,60426.0,0.808
2024-01-17 10:25:00,0.021040999999999997,2024-01-24 09:30:00,366,10025.0,2024-02-28 09:30:00,60425.0,0.808
2024-01-17 10:26:00,0.021040999999999997,2024-01-24 09:30:00,366,10024.0,2024-02-28 09:30:00,60424.0,0.808
2024-01-17 10:27:00,0.021040999999999997,2024-01-24 09:30:00,366,10023.0,2024-02-28 09:30:00,60423.0,0.807
2024-01-17 10:28:00,0.021040999999999997,2024-01-24 09:30:00,366,10022.0,2024-02-28 09:30:00,60422.0,0.808
2024-01-17 10:29:00,0.021040999999999997,2024-01-24 09:30:00,366,10021.0,2024-02-28 09:30:00,60421.0,0.808
2024-01-17 10:30:00,0.021040999999999997,2024-01-24 09:30:00,366,10020.0,2024-02-28 09:30:00,60420.0,0.809
2024-01-17 10:31:00,0.021040999999999997,2024-01-24 09:30:00,366,10019.0,2024-02-28 09:30:00,60419.0,0.809
2024-01-17 10:32:00,0.021040999999999997,2024-01-24 09:30:00,366,10018.0,2024-02-28 09:30:00,60418.0,0.809
2024-01-17 10:33:00,0.021040999999999997,2024-01-24 09:30:00,366,10017.0,2024-02-28 09:30:00,60417.0,0.808
2024-01-17 10:34:00,0.021040999999999997,2024-01-24 09:30:00,366,10016.0,2024-02-28 09:30:00,60416.0,0.809
2024-01-17 10:35:00,0.021040999999999997,2024-01-24 09:30:00,366,10015.0,2024-02-28 09:30:00,60415.0,0.807
2024-01-17 10:36:00,0.021040999999999997,2024-01-24 09:30:00,366,10014.0,2024-02-28 09:30:00,60414.0,0.807
2024-01-17 10:37:00,0.021040999999999997,2024-01-24 09:30:00,366,10013.0,2024-02-28 09:30:00,60413.0,0.808
2024-01-17 10:38:00,0.021040999999999997,2024-01-24 09:30:00,366,10012.0,2024-02-28 09:30:00,60412.0,0.808
2024-01-17 10:39:00,0.021040999999999997,2024-01-24 09:30:00,366,10011.0,2024-02-28 09:30:00,60411.0,0.807
2024-01-17 10:40:00,0.021040999999999997,2024-01-24 09:30:00,366,10010.0,2024-02-28 09:30:00,60410.0,0.807
2024-01-17 10:41:00,0.021040999999999997,2024-01-24 09:30:00,366,10009.0,2024-02-28 09:30:00,60409.0,0.808
2024-01-17 10:42:00,0.021040999999999997,2024-01-24 09:30:00,366,10008.0,2024-02-28 09:30:00,60408.0,0.806
2024-01-17 10:43:00,0.021040999999999997,2024-01-24 09:30:00,366,10007.0,2024-02-28 09:30:00,60407.0,0.808
2024-01-17 10:44:00,0.021040999999999997,2024-01-24 09:30:00,366,10006.0,2024-02-28 09:30:00,60406.0,0.807
2024-01-17 10:45:00,0.021040999999999997,2024-01-24 09:30:00,366,10005.0,2024-02-28 09:30:00,60405.0,0.808
2024-01-17 10:46:00,0.021040999999999997,2024-01-24 09:30:00,366,10004.0,2024-02-28 09:30:00,60404.0,0.808
2024-01-17 10:47:00,0.021040999999999997,2024-01-24 09:30:00,366,10003.0,2024-02-28 09:30:00,60403.0,0.809
2024-01-17 10:48:00,0.021040999999999997,2024-01-24 09:30:00,366,10002.0,2024-02-28 09:30:00,60402.0,0.807
2024-01-17 10:49:00,0.021040999999999997,2024-01-24 09:30:00,366,10001.0,2024-02-28 09:30:00,60401.0,0.808
2024-01-17 10:50:00,0.021040999999999997,2024-01-24 09:30:00,366,10000.0,2024-02-28 09:30:00,60400.0,0.808
2024-01-17 10:51:00,0.021040999999999997,2024-01-24 09:30:00,366,9999.0,2024-02-28 09:30:00,60399.0,0.807
2024-01-17 10:52:00,0.021040999999999997,2024-01-24 09:30:00,366,9998.0,2024-02-28 09:30:00,60398.0,0.808
2024-01-17 10:53:00,0.021040999999999997,2024-01-24 09:30:00,366,9997.0,2024-02-28 09:30:00,60397.0,0.808
2024-01-17 10:54:00,0.021040999999999997,2024-01-24 09:30:00,366,9996.0,2024-02-28 09:30:00,60396.0,0.807
2024-01-17 10:55:00,0.021040999999999997,2024-01-24 09:30:00,366,9995.0,2024-02-28 09:30:00,60395.0,0.807
2024-01-17 10:56:00,0.021040999999999997,2024-01-24 09:30:00,366,9994.0,2024-02-28 09:30:00,60394.0,0.806
2024-01-17 10:57:00,0.021040999999999997,2024-01-24 09:30:00,366,9993.0,2024-02-28 09:30:00,60393.0,0.806
2024-01-17 10:58:00,0.021040999999999997,2024-01-24 09:30:00,366,9992.0,2024-02-28 09:30:00,60392.0,0.807
2024-01-17 10:59:00,0.021040999999999997,2024-01-24 09:30:00,366,9991.0,2024-02-28 09:30:00,60391.0,0.807
2024-01-17 11:00:00,0.021040999999999997,2024-01-24 09:30:00,366,9990.0,2024-02-28 09:30:00,60390.0,0.807
2024-01-17 11:01:00,0.021040999999999997,2024-01-24 09:30:00,366,9989.0,2024-02-28 09:30:00,60389.0,0.806
2024-01-17 11:02:00,0.021040999999999997,2024-01-24 09:30:00,366,9988.0,2024-02-28 09:30:00,60388.0,0.806
2024-01-17 11:03:00,0.021040999999999997,2024-01-24 09:30:00,366,9987.0,2024-02-28 09:30:00,60387.0,0.806
2024-01-17 11:04:00,0.021040999999999997,2024-01-24 09:30:00,366,9986.0,2024-02-28 09:30:00,60386.0,0.806
2024-01-17 11:05:00,0.021040999999999997,2024-01-24 09:30:00,366,9985.0,2024-02-28 09:30:00,60385.0,0.806
2024-01-17 11:06:00,0.021040999999999997,2024-01-24 09:30:00,366,9984.0,2024-02-28 09:30:00,60384.0,0.806
2024-01-17 11:07:00,0.021040999999999997,2024-01-24 09:30:00,366,9983.0,2024-02-28 09:30:00,60383.0,0.806
2024-01-17 11:08:00,0.021040999999999997,2024-01-24 09:30:00,366,9982.0,2024-02-28 09:30:00,60382.0,0.806
2024-01-17 11:09:00,0.021040999999999997,2024-01-24 09:30:00,366,9981.0,2024-02-28 09:30:00,60381.0,0.806
2024-01-17 11:10:00,0.021040999999999997,2024-01-24 09:30:00,366,9980.0,2024-02-28 09:30:00,60380.0,0.806
2024-01-17 11:11:00,0.021040999999999997,2024-01-24 09:30:00,366,9979.0,2024-02-28 09:30:00,60379.0,0.806
2024-01-17 11:12:00,0.021040999999999997,2024-01-24 09:30:00,366,9978.0,2024-02-28 09:30:00,60378.0,0.806
2024-01-17 11:13:00,0.021040999999999997,2024-01-24 09:30:00,366,9977.0,2024-02-28 09:30:00,60377.0,0.806
2024-01-17 11:14:00,0.021040999999999997,2024-01-24 09:30:00,366,9976.0,2024-02-28 09:30:00,60376.0,0.806
2024-01-17 11:15:00,0.021040999999999997,2024-01-24 09:30:00,366,9975.0,2024-02-28 09:30:00,60375.0,0.806
2024-01-17 11:16:00,0.021040999999999997,2024-01-24 09:30:00,366,9974.0,2024-02-28 09:30:00,60374.0,0.807
2024-01-17 11:17:00,0.021040999999999997,2024-01-24 09:30:00,366,9973.0,2024-02-28 09:30:00,60373.0,0.807
