,datetime,r_f,near_maturity_time,days_in_year,T1_min,next_maturity_time,T2_min,close
0,2024-02-06 09:31:00,0.019269,2024-02-19 09:30:00,242,4319.0,2024-03-15 09:30:00,31679.0,4216.0048
1,2024-02-06 09:32:00,0.019269,2024-02-19 09:30:00,242,4318.0,2024-03-15 09:30:00,31678.0,4198.6694
2,2024-02-06 09:33:00,0.019269,2024-02-19 09:30:00,242,4317.0,2024-03-15 09:30:00,31677.0,4241.8056
3,2024-02-06 09:34:00,0.019269,2024-02-19 09:30:00,242,4316.0,2024-03-15 09:30:00,31676.0,4263.5656
4,2024-02-06 09:35:00,0.019269,2024-02-19 09:30:00,242,4315.0,2024-03-15 09:30:00,31675.0,4254.8905
5,2024-02-06 09:36:00,0.019269,2024-02-19 09:30:00,242,4314.0,2024-03-15 09:30:00,31674.0,4255.2323
6,2024-02-06 09:37:00,0.019269,2024-02-19 09:30:00,242,4313.0,2024-03-15 09:30:00,31673.0,4234.9681
7,2024-02-06 09:38:00,0.019269,2024-02-19 09:30:00,242,4312.0,2024-03-15 09:30:00,31672.0,4252.927
8,2024-02-06 09:39:00,0.019269,2024-02-19 09:30:00,242,4311.0,2024-03-15 09:30:00,31671.0,4246.7867
9,2024-02-06 09:40:00,0.019269,2024-02-19 09:30:00,242,4310.0,2024-03-15 09:30:00,31670.0,4235.4357
10,2024-02-06 09:41:00,0.019269,2024-02-19 09:30:00,242,4309.0,2024-03-15 09:30:00,31669.0,4225.3809
11,2024-02-06 09:42:00,0.019269,2024-02-19 09:30:00,242,4308.0,2024-03-15 09:30:00,31668.0,4217.039
12,2024-02-06 09:43:00,0.019269,2024-02-19 09:30:00,242,4307.0,2024-03-15 09:30:00,31667.0,4220.665
13,2024-02-06 09:44:00,0.019269,2024-02-19 09:30:00,242,4306.0,2024-03-15 09:30:00,31666.0,4208.215
14,2024-02-06 09:45:00,0.019269,2024-02-19 09:30:00,242,4305.0,2024-03-15 09:30:00,31665.0,4218.3877
15,2024-02-06 09:46:00,0.019269,2024-02-19 09:30:00,242,4304.0,2024-03-15 09:30:00,31664.0,4241.3164
16,2024-02-06 09:47:00,0.019269,2024-02-19 09:30:00,242,4303.0,2024-03-15 09:30:00,31663.0,4274.3438
17,2024-02-06 09:48:00,0.019269,2024-02-19 09:30:00,242,4302.0,2024-03-15 09:30:00,31662.0,4290.5889
18,2024-02-06 09:49:00,0.019269,2024-02-19 09:30:00,242,4301.0,2024-03-15 09:30:00,31661.0,4309.9256
19,2024-02-06 09:50:00,0.019269,2024-02-19 09:30:00,242,4300.0,2024-03-15 09:30:00,31660.0,4312.6966
20,2024-02-06 09:51:00,0.019269,2024-02-19 09:30:00,242,4299.0,2024-03-15 09:30:00,31659.0,4305.1808
21,2024-02-06 09:52:00,0.019269,2024-02-19 09:30:00,242,4298.0,2024-03-15 09:30:00,31658.0,4302.2252
22,2024-02-06 09:53:00,0.019269,2024-02-19 09:30:00,242,4297.0,2024-03-15 09:30:00,31657.0,4327.729
23,2024-02-06 09:54:00,0.019269,2024-02-19 09:30:00,242,4296.0,2024-03-15 09:30:00,31656.0,4337.8141
24,2024-02-06 09:55:00,0.019269,2024-02-19 09:30:00,242,4295.0,2024-03-15 09:30:00,31655.0,4337.7258
25,2024-02-06 09:56:00,0.019269,2024-02-19 09:30:00,242,4294.0,2024-03-15 09:30:00,31654.0,4337.0956
26,2024-02-06 09:57:00,0.019269,2024-02-19 09:30:00,242,4293.0,2024-03-15 09:30:00,31653.0,4345.5541
27,2024-02-06 09:58:00,0.019269,2024-02-19 09:30:00,242,4292.0,2024-03-15 09:30:00,31652.0,4339.2414
28,2024-02-06 09:59:00,0.019269,2024-02-19 09:30:00,242,4291.0,2024-03-15 09:30:00,31651.0,4328.1626
29,2024-02-06 10:00:00,0.019269,2024-02-19 09:30:00,242,4290.0,2024-03-15 09:30:00,31650.0,4316.7714
30,2024-02-06 10:01:00,0.019269,2024-02-19 09:30:00,242,4289.0,2024-03-15 09:30:00,31649.0,4333.3631
31,2024-02-06 10:02:00,0.019269,2024-02-19 09:30:00,242,4288.0,2024-03-15 09:30:00,31648.0,4330.2702
